source name	characteristics[organism part]	characteristics[organism]	characteristics[disease]	characteristics[cell type]	assay name	comment[data file]	comment[instrument]	comment[fraction identifier]
14m__BB10_01_2146.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BB10_01_2146.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BB10_01_2146.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BB11_01_2147.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BB11_01_2147.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BB11_01_2147.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BB12_01_2148.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BB12_01_2148.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BB12_01_2148.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BC1_01_2149.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BC1_01_2149.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BC1_01_2149.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BC2_01_2150.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BC2_01_2150.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BC2_01_2150.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BC3_01_2151.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BC3_01_2151.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BC3_01_2151.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BC4_01_2152.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BC4_01_2152.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BC4_01_2152.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BA1_01_1207.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BA1_01_1207.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BA1_01_1207.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BA2_01_1208.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BA2_01_1208.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BA2_01_1208.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BA3_01_1209.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BA3_01_1209.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BA3_01_1209.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BA4_01_1210.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BA4_01_1210.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BA4_01_1210.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BA5_01_1211.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BA5_01_1211.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BA5_01_1211.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BA6_01_1212.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BA6_01_1212.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BA6_01_1212.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BA7_01_1213.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BA7_01_1213.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BA7_01_1213.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BA8_01_1214.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BA8_01_1214.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BA8_01_1214.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BA9_01_1215.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BA9_01_1215.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BA9_01_1215.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BA10_01_1216.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BA10_01_1216.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BA10_01_1216.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BA11_01_1217.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BA11_01_1217.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BA11_01_1217.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BA12_01_1218.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BA12_01_1218.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BA12_01_1218.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BB1_01_1219.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BB1_01_1219.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BB1_01_1219.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BB2_01_1220.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BB2_01_1220.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BB2_01_1220.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BB3_01_1221.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BB3_01_1221.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BB3_01_1221.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BB4_01_1222.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BB4_01_1222.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BB4_01_1222.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BB5_01_1223.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BB5_01_1223.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BB5_01_1223.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BB6_01_1224.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BB6_01_1224.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BB6_01_1224.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BB7_01_1225.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BB7_01_1225.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BB7_01_1225.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BB8_01_1226.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BB8_01_1226.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BB8_01_1226.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
13m__BE11_01_2081.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BE11_01_2081.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BE11_01_2081.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
13m__BF2_01_2084.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BF2_01_2084.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BF2_01_2084.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
13m__BF3_01_2085.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BF3_01_2085.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BF3_01_2085.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
13m__BF4_01_2086.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BF4_01_2086.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BF4_01_2086.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
13m__BG2_01_2096.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BG2_01_2096.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BG2_01_2096.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
13m__BG3_01_2097.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BG3_01_2097.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BG3_01_2097.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
13m__BG4_01_2098.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BG4_01_2098.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BG4_01_2098.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
13m__BG5_01_2099.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BG5_01_2099.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BG5_01_2099.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
13m__BG6_01_2100.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BG6_01_2100.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BG6_01_2100.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
13m__BG7_01_2101.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BG7_01_2101.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BG7_01_2101.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
12m__BE1_01_1969.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BE1_01_1969.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BE1_01_1969.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
12m__BE2_01_1970.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BE2_01_1970.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BE2_01_1970.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
12m__BE3_01_1971.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BE3_01_1971.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BE3_01_1971.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
12m__BE4_01_1972.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BE4_01_1972.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BE4_01_1972.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
12m__BE5_01_1973.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BE5_01_1973.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BE5_01_1973.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
12m__BC5_01_1949.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BC5_01_1949.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BC5_01_1949.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
12m__BC6_01_1950.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BC6_01_1950.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BC6_01_1950.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
12m__BC7_01_1951.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BC7_01_1951.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BC7_01_1951.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
12m__BC8_01_1952.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BC8_01_1952.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BC8_01_1952.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
12m__BC9_01_1953.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BC9_01_1953.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BC9_01_1953.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
12m__BC10_01_1954.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BC10_01_1954.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BC10_01_1954.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
12m__BC11_01_1955.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BC11_01_1955.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BC11_01_1955.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
12m__BC12_01_1956.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BC12_01_1956.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BC12_01_1956.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
13m__BA11_01_2033.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BA11_01_2033.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BA11_01_2033.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
13m__BA12_01_2034.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BA12_01_2034.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BA12_01_2034.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
1m__BB10_01_927.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BB10_01_927.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BB10_01_927.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
1m__BB11_01_928.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BB11_01_928.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BB11_01_928.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
1m__BB12_01_929.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BB12_01_929.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BB12_01_929.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
1m__BB9_01_926.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BB9_01_926.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BB9_01_926.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
m15__BC1_01_2254.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BC1_01_2254.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BC1_01_2254.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
m15__BC2_01_2255.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BC2_01_2255.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BC2_01_2255.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
m15__BC3_01_2256.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BC3_01_2256.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BC3_01_2256.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
m15__BC4_01_2257.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BC4_01_2257.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BC4_01_2257.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
m15__BC5_01_2258.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BC5_01_2258.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BC5_01_2258.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
m15__BC6_01_2259.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BC6_01_2259.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BC6_01_2259.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
m15__BC8_01_2261.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BC8_01_2261.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BC8_01_2261.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
m15__BC9_01_2262.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BC9_01_2262.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BC9_01_2262.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
m15__BC10_01_2263.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BC10_01_2263.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BC10_01_2263.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
1m__BC10_01_939.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BC10_01_939.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BC10_01_939.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
1m__BC11_01_940.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BC11_01_940.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BC11_01_940.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
1m__BC12_01_941.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BC12_01_941.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BC12_01_941.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
1m__BC1_01_930.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BC1_01_930.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BC1_01_930.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
1m__BC2_01_931.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BC2_01_931.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BC2_01_931.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
1m__BC4_01_933.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BC4_01_933.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BC4_01_933.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
1m__BC5_01_934.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BC5_01_934.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BC5_01_934.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
1m__BC6_01_935.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BC6_01_935.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BC6_01_935.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
1m__BC7_01_936.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BC7_01_936.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BC7_01_936.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
1m__BC8_01_937.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BC8_01_937.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BC8_01_937.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
1m__BC9_01_938.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BC9_01_938.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BC9_01_938.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
1m__BD10_01_951.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BD10_01_951.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BD10_01_951.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
1m__BD11_01_952.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BD11_01_952.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BD11_01_952.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
1m__BD12_01_953.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BD12_01_953.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BD12_01_953.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
1m__BD1_01_942.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BD1_01_942.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BD1_01_942.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
1m__BD2_01_943.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BD2_01_943.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BD2_01_943.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
1m__BD3_01_944.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BD3_01_944.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BD3_01_944.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
1m__BD4_01_945.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BD4_01_945.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BD4_01_945.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
1m__BD5_01_946.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BD5_01_946.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BD5_01_946.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
1m__BD6_01_947.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BD6_01_947.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/1m__BD6_01_947.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
