source name	characteristics[organism part]	characteristics[organism]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	assay name	comment[data file]	comment[instrument]	comment[fraction identifier]	comment[technical replicate]	comment[label]	comment[separation]	comment[ionization]	comment[internalstandard]	comment[extraction]	comment[cleavage agent details]
234	arm skin	Homo sapiens	no disease reported	animal	234	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BB8_01_2042.mzXML	13m__BB8_01_2042.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	234	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
235	arm skin	Homo sapiens	no disease reported	animal	235	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BB9_01_2043.mzXML	13m__BB9_01_2043.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	235	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
236	arm skin	Homo sapiens	no disease reported	animal	236	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BC1_01_2047.mzXML	13m__BC1_01_2047.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	236	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
237	arm skin	Homo sapiens	no disease reported	animal	237	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BC2_01_2048.mzXML	13m__BC2_01_2048.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	237	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
238	arm skin	Homo sapiens	no disease reported	animal	238	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BC3_01_2049.mzXML	13m__BC3_01_2049.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	238	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
239	arm skin	Homo sapiens	no disease reported	animal	239	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BC4_01_2050.mzXML	13m__BC4_01_2050.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	239	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
240	arm skin	Homo sapiens	no disease reported	animal	240	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BC5_01_2051.mzXML	13m__BC5_01_2051.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	240	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
241	arm skin	Homo sapiens	no disease reported	animal	241	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BC6_01_2052.mzXML	13m__BC6_01_2052.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	241	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
242	arm skin	Homo sapiens	no disease reported	animal	242	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BF1_01_2083.mzXML	13m__BF1_01_2083.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	242	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
243	arm skin	Homo sapiens	no disease reported	animal	243	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BF5_01_2087.mzXML	13m__BF5_01_2087.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	243	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
244	arm skin	Homo sapiens	no disease reported	animal	244	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BF6_01_2088.mzXML	13m__BF6_01_2088.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	244	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
245	arm skin	Homo sapiens	no disease reported	animal	245	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BF7_01_2089.mzXML	13m__BF7_01_2089.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	245	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
246	arm skin	Homo sapiens	no disease reported	animal	246	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BF8_01_2090.mzXML	13m__BF8_01_2090.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	246	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
247	arm skin	Homo sapiens	no disease reported	animal	247	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BF9_01_2091.mzXML	13m__BF9_01_2091.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	247	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
248	arm skin	Homo sapiens	no disease reported	animal	248	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BF10_01_2092.mzXML	13m__BF10_01_2092.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	248	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
249	arm skin	Homo sapiens	no disease reported	animal	249	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BF11_01_2093.mzXML	13m__BF11_01_2093.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	249	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
250	arm skin	Homo sapiens	no disease reported	animal	250	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BF12_01_2094.mzXML	13m__BF12_01_2094.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	250	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
251	arm skin	Homo sapiens	no disease reported	animal	251	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BG1_01_2095.mzXML	13m__BG1_01_2095.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	251	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
252	axilla skin	Homo sapiens	no disease reported	animal	252	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BB1_01_2137.mzXML	14m__BB1_01_2137.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	252	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
253	axilla skin	Homo sapiens	no disease reported	animal	253	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BB4_01_2140.mzXML	14m__BB4_01_2140.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	253	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
254	axilla skin	Homo sapiens	no disease reported	animal	254	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BB5_01_2141.mzXML	14m__BB5_01_2141.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	254	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
255	axilla skin	Homo sapiens	no disease reported	animal	255	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BB8_01_2144.mzXML	14m__BB8_01_2144.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	255	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
256	axilla skin	Homo sapiens	no disease reported	animal	256	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BB9_01_2145.mzXML	14m__BB9_01_2145.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	256	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
257	axilla skin	Homo sapiens	no disease reported	animal	257	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BB10_01_2146.mzXML	14m__BB10_01_2146.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	257	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
258	axilla skin	Homo sapiens	no disease reported	animal	258	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BB11_01_2147.mzXML	14m__BB11_01_2147.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	258	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
259	axilla skin	Homo sapiens	no disease reported	animal	259	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BB12_01_2148.mzXML	14m__BB12_01_2148.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	259	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
260	axilla skin	Homo sapiens	no disease reported	animal	260	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BC1_01_2149.mzXML	14m__BC1_01_2149.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	260	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
261	axilla skin	Homo sapiens	no disease reported	animal	261	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BC2_01_2150.mzXML	14m__BC2_01_2150.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	261	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
262	axilla skin	Homo sapiens	no disease reported	animal	262	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BC3_01_2151.mzXML	14m__BC3_01_2151.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	262	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
263	axilla skin	Homo sapiens	no disease reported	animal	263	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BC4_01_2152.mzXML	14m__BC4_01_2152.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	263	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
264	skin of trunk	Homo sapiens	no disease reported	animal	264	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BA1_01_1207.mzXML	4m__BA1_01_1207.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	264	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
265	skin of trunk	Homo sapiens	no disease reported	animal	265	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BA2_01_1208.mzXML	4m__BA2_01_1208.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	265	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
266	skin of trunk	Homo sapiens	no disease reported	animal	266	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BA3_01_1209.mzXML	4m__BA3_01_1209.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	266	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
267	skin of trunk	Homo sapiens	no disease reported	animal	267	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BA4_01_1210.mzXML	4m__BA4_01_1210.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	267	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
268	skin of trunk	Homo sapiens	no disease reported	animal	268	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BA5_01_1211.mzXML	4m__BA5_01_1211.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	268	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
269	skin of trunk	Homo sapiens	no disease reported	animal	269	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BA6_01_1212.mzXML	4m__BA6_01_1212.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	269	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
270	skin of trunk	Homo sapiens	no disease reported	animal	270	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BA7_01_1213.mzXML	4m__BA7_01_1213.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	270	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
271	skin of trunk	Homo sapiens	no disease reported	animal	271	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BA8_01_1214.mzXML	4m__BA8_01_1214.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	271	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
272	skin of trunk	Homo sapiens	no disease reported	animal	272	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BA9_01_1215.mzXML	4m__BA9_01_1215.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	272	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
273	skin of trunk	Homo sapiens	no disease reported	animal	273	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BA10_01_1216.mzXML	4m__BA10_01_1216.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	273	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
274	skin of trunk	Homo sapiens	no disease reported	animal	274	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BA11_01_1217.mzXML	4m__BA11_01_1217.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	274	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
275	skin of trunk	Homo sapiens	no disease reported	animal	275	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BA12_01_1218.mzXML	4m__BA12_01_1218.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	275	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
276	skin of trunk	Homo sapiens	no disease reported	animal	276	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BB1_01_1219.mzXML	4m__BB1_01_1219.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	276	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
277	skin of trunk	Homo sapiens	no disease reported	animal	277	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BB2_01_1220.mzXML	4m__BB2_01_1220.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	277	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
278	skin of trunk	Homo sapiens	no disease reported	animal	278	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BB3_01_1221.mzXML	4m__BB3_01_1221.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	278	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
279	skin of trunk	Homo sapiens	no disease reported	animal	279	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BB4_01_1222.mzXML	4m__BB4_01_1222.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	279	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
280	skin of trunk	Homo sapiens	no disease reported	animal	280	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BB5_01_1223.mzXML	4m__BB5_01_1223.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	280	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
281	skin of trunk	Homo sapiens	no disease reported	animal	281	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BB6_01_1224.mzXML	4m__BB6_01_1224.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	281	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
282	skin of trunk	Homo sapiens	no disease reported	animal	282	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BB7_01_1225.mzXML	4m__BB7_01_1225.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	282	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
283	skin of trunk	Homo sapiens	no disease reported	animal	283	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BB8_01_1226.mzXML	4m__BB8_01_1226.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	283	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
284	skin of trunk	Homo sapiens	no disease reported	animal	284	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BE11_01_2081.mzXML	13m__BE11_01_2081.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	284	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
285	skin of trunk	Homo sapiens	no disease reported	animal	285	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BF2_01_2084.mzXML	13m__BF2_01_2084.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	285	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
286	skin of trunk	Homo sapiens	no disease reported	animal	286	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BF3_01_2085.mzXML	13m__BF3_01_2085.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	286	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
287	skin of trunk	Homo sapiens	no disease reported	animal	287	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BF4_01_2086.mzXML	13m__BF4_01_2086.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	287	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
288	skin of trunk	Homo sapiens	no disease reported	animal	288	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BG2_01_2096.mzXML	13m__BG2_01_2096.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	288	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
289	skin of trunk	Homo sapiens	no disease reported	animal	289	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BG3_01_2097.mzXML	13m__BG3_01_2097.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	289	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
290	skin of trunk	Homo sapiens	no disease reported	animal	290	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BG4_01_2098.mzXML	13m__BG4_01_2098.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	290	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
291	skin of trunk	Homo sapiens	no disease reported	animal	291	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BG5_01_2099.mzXML	13m__BG5_01_2099.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	291	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
