source name	characteristics[organism]	characteristics[strain]	characteristics[organism part]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[developmental stage]	characteristics[enrichment process]	assay name	Technology Type	comment[data file]	comment[technical replicate]	comment[fraction identifier]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[label]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	factor value[organism part]	factor value[enrichment process]
Sample 5	Mus musculus	Swiss Webster	liver	liver	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 122	proteomic profiling by mass spectrometry	Liver_Phosphorylation_liver_f5_02_w01366.RAW	2	5	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	liver	enrichment of phosphorylated Protein
Sample 5	Mus musculus	Swiss Webster	liver	liver	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 123	proteomic profiling by mass spectrometry	Liver_Phosphorylation_liver_f6_01_w01051.RAW	1	6	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	liver	enrichment of phosphorylated Protein
Sample 5	Mus musculus	Swiss Webster	liver	liver	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 124	proteomic profiling by mass spectrometry	Liver_Phosphorylation_liver_f6_02_w01367.RAW	2	6	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	liver	enrichment of phosphorylated Protein
Sample 5	Mus musculus	Swiss Webster	liver	liver	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 125	proteomic profiling by mass spectrometry	Liver_Phosphorylation_liver_f7_01_w01052.RAW	1	7	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	liver	enrichment of phosphorylated Protein
Sample 5	Mus musculus	Swiss Webster	liver	liver	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 126	proteomic profiling by mass spectrometry	Liver_Phosphorylation_liver_f8_01_w01053.RAW	2	8	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	liver	enrichment of phosphorylated Protein
Sample 5	Mus musculus	Swiss Webster	liver	liver	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 127	proteomic profiling by mass spectrometry	Liver_Phosphorylation_liver_f8_02_w01369.RAW	2	8	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	liver	enrichment of phosphorylated Protein
Sample 5	Mus musculus	Swiss Webster	liver	liver	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 128	proteomic profiling by mass spectrometry	Liver_Phosphorylation_liver_f9_01_w01054.RAW	1	9	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	liver	enrichment of phosphorylated Protein
Sample 5	Mus musculus	Swiss Webster	liver	liver	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 129	proteomic profiling by mass spectrometry	Liver_Phosphorylation_liver_f9_02_w01370.RAW	2	9	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	liver	enrichment of phosphorylated Protein
Sample 5	Mus musculus	Swiss Webster	liver	liver	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 130	proteomic profiling by mass spectrometry	Liver_Phosphorylation_liver_f10_01_w01055.RAW	1	10	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	liver	enrichment of phosphorylated Protein
Sample 5	Mus musculus	Swiss Webster	liver	liver	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 131	proteomic profiling by mass spectrometry	Liver_Phosphorylation_liver_f10_2_w01371.RAW	2	10	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	liver	enrichment of phosphorylated Protein
Sample 5	Mus musculus	Swiss Webster	liver	liver	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 132	proteomic profiling by mass spectrometry	Liver_Phosphorylation_liver_f11_01_w01056.RAW	1	11	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	liver	enrichment of phosphorylated Protein
Sample 5	Mus musculus	Swiss Webster	liver	liver	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 133	proteomic profiling by mass spectrometry	Liver_Phosphorylation_liver_f11_02_w01372.RAW	2	11	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	liver	enrichment of phosphorylated Protein
Sample 5	Mus musculus	Swiss Webster	liver	liver	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 134	proteomic profiling by mass spectrometry	Liver_Phosphorylation_liver_f12_01_w01057.RAW	1	12	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	liver	enrichment of phosphorylated Protein
Sample 5	Mus musculus	Swiss Webster	liver	liver	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 135	proteomic profiling by mass spectrometry	Liver_Phosphorylation_liver_f12_02_w01373.RAW	2	12	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	liver	enrichment of phosphorylated Protein
Sample 5	Mus musculus	Swiss Webster	liver	liver	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 136	proteomic profiling by mass spectrometry	Liver_Phosphorylation_liverf7_02_w01368.RAW	2	7	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	liver	enrichment of phosphorylated Protein
Sample 6	Mus musculus	Swiss Webster	lung	lung	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 137	proteomic profiling by mass spectrometry	Lung_Phosphorylation_o06071.RAW	1	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	lung	enrichment of phosphorylated Protein
Sample 6	Mus musculus	Swiss Webster	lung	lung	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 138	proteomic profiling by mass spectrometry	Lung_Phosphorylation_o06072.RAW	2	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	lung	enrichment of phosphorylated Protein
Sample 6	Mus musculus	Swiss Webster	lung	lung	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 139	proteomic profiling by mass spectrometry	Lung_Phosphorylation_o06073.RAW	3	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	lung	enrichment of phosphorylated Protein
Sample 6	Mus musculus	Swiss Webster	lung	lung	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 140	proteomic profiling by mass spectrometry	Lung_Phosphorylation_o06074.RAW	4	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	lung	enrichment of phosphorylated Protein
Sample 6	Mus musculus	Swiss Webster	lung	lung	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 141	proteomic profiling by mass spectrometry	Lung_Phosphorylation_o06076.RAW	5	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	lung	enrichment of phosphorylated Protein
Sample 6	Mus musculus	Swiss Webster	lung	lung	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 142	proteomic profiling by mass spectrometry	Lung_Phosphorylation_o06077.RAW	6	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	lung	enrichment of phosphorylated Protein
Sample 6	Mus musculus	Swiss Webster	lung	lung	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 143	proteomic profiling by mass spectrometry	Lung_Phosphorylation_o06078.RAW	7	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	lung	enrichment of phosphorylated Protein
Sample 6	Mus musculus	Swiss Webster	lung	lung	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 144	proteomic profiling by mass spectrometry	Lung_Phosphorylation_o06079.RAW	8	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	lung	enrichment of phosphorylated Protein
Sample 6	Mus musculus	Swiss Webster	lung	lung	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 145	proteomic profiling by mass spectrometry	Lung_Phosphorylation_o06080.RAW	9	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	lung	enrichment of phosphorylated Protein
Sample 6	Mus musculus	Swiss Webster	lung	lung	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 146	proteomic profiling by mass spectrometry	Lung_Phosphorylation_o06082.RAW	10	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	lung	enrichment of phosphorylated Protein
Sample 6	Mus musculus	Swiss Webster	lung	lung	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 147	proteomic profiling by mass spectrometry	Lung_Phosphorylation_o06083.RAW	11	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	lung	enrichment of phosphorylated Protein
Sample 6	Mus musculus	Swiss Webster	lung	lung	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 148	proteomic profiling by mass spectrometry	Lung_Phosphorylation_o06084.RAW	12	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	lung	enrichment of phosphorylated Protein
Sample 6	Mus musculus	Swiss Webster	lung	lung	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 149	proteomic profiling by mass spectrometry	Lung_Phosphorylation_o06085.RAW	13	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	lung	enrichment of phosphorylated Protein
Sample 6	Mus musculus	Swiss Webster	lung	lung	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 150	proteomic profiling by mass spectrometry	Lung_Phosphorylation_o06086.RAW	14	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	lung	enrichment of phosphorylated Protein
Sample 6	Mus musculus	Swiss Webster	lung	lung	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 151	proteomic profiling by mass spectrometry	Lung_Phosphorylation_o06089.RAW	15	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	lung	enrichment of phosphorylated Protein
Sample 6	Mus musculus	Swiss Webster	lung	lung	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 152	proteomic profiling by mass spectrometry	Lung_Phosphorylation_o06090.RAW	16	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	lung	enrichment of phosphorylated Protein
Sample 6	Mus musculus	Swiss Webster	lung	lung	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 153	proteomic profiling by mass spectrometry	Lung_Phosphorylation_o06091.RAW	17	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	lung	enrichment of phosphorylated Protein
Sample 6	Mus musculus	Swiss Webster	lung	lung	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 154	proteomic profiling by mass spectrometry	Lung_Phosphorylation_o06092.RAW	18	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	lung	enrichment of phosphorylated Protein
Sample 6	Mus musculus	Swiss Webster	lung	lung	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 155	proteomic profiling by mass spectrometry	Lung_Phosphorylation_o06094.RAW	19	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	lung	enrichment of phosphorylated Protein
Sample 6	Mus musculus	Swiss Webster	lung	lung	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 156	proteomic profiling by mass spectrometry	Lung_Phosphorylation_o06095.RAW	20	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	lung	enrichment of phosphorylated Protein
Sample 6	Mus musculus	Swiss Webster	lung	lung	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 157	proteomic profiling by mass spectrometry	Lung_Phosphorylation_o06096.RAW	21	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	lung	enrichment of phosphorylated Protein
Sample 6	Mus musculus	Swiss Webster	lung	lung	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 158	proteomic profiling by mass spectrometry	Lung_Phosphorylation_o06097.RAW	22	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	lung	enrichment of phosphorylated Protein
Sample 6	Mus musculus	Swiss Webster	lung	lung	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 159	proteomic profiling by mass spectrometry	Lung_Phosphorylation_o06098.RAW	23	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	lung	enrichment of phosphorylated Protein
Sample 6	Mus musculus	Swiss Webster	lung	lung	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 160	proteomic profiling by mass spectrometry	Lung_Phosphorylation_o06100.RAW	24	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	lung	enrichment of phosphorylated Protein
