source name	characteristics[age]	characteristics[ancestry category]	characteristics[biological replicate]	characteristics[cell type]	characteristics[developmental stage]	characteristics[disease]	characteristics[enrichment process]	characteristics[individual]	characteristics[organism part]	characteristics[organism]	characteristics[sex]	assay name	technology type	comment[cleavage agent details]	comment[collision energy]	comment[data file]	comment[dissociation method]	comment[fraction identifier]	comment[fractionation method]	comment[fragment mass tolerance]	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[technical replicate]
Sample 3	Not available	Not available	1	Not applicable	Not available	normal	Not applicable	3	testis	Homo sapiens	M	GluC30	proteomic profiling by mass spectrometry	glutamyl endopeptidase	27 % NCE	GluC30.raw	 higher energy beam-type collision-induced dissociation	30	 Reversed-phase chromatography (RP)	20 ppm	Q Exactive HF-X	label free sample	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']"	"NT=Hydroxylation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	20 ppm	1
Sample 3	Not available	Not available	1	Not applicable	Not available	normal	Not applicable	3	testis	Homo sapiens	M	GluC31	proteomic profiling by mass spectrometry	glutamyl endopeptidase	27 % NCE	GluC31.raw	 higher energy beam-type collision-induced dissociation	31	 Reversed-phase chromatography (RP)	20 ppm	Q Exactive HF-X	label free sample	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']"	"NT=Hydroxylation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	20 ppm	1
Sample 3	Not available	Not available	1	Not applicable	Not available	normal	Not applicable	3	testis	Homo sapiens	M	GluC32	proteomic profiling by mass spectrometry	glutamyl endopeptidase	27 % NCE	GluC32.raw	 higher energy beam-type collision-induced dissociation	32	 Reversed-phase chromatography (RP)	20 ppm	Q Exactive HF-X	label free sample	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']"	"NT=Hydroxylation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	20 ppm	1
Sample 3	Not available	Not available	1	Not applicable	Not available	normal	Not applicable	3	testis	Homo sapiens	M	GluC33	proteomic profiling by mass spectrometry	glutamyl endopeptidase	27 % NCE	GluC33.raw	 higher energy beam-type collision-induced dissociation	33	 Reversed-phase chromatography (RP)	20 ppm	Q Exactive HF-X	label free sample	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']"	"NT=Hydroxylation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	20 ppm	1
Sample 3	Not available	Not available	1	Not applicable	Not available	normal	Not applicable	3	testis	Homo sapiens	M	GluC34	proteomic profiling by mass spectrometry	glutamyl endopeptidase	27 % NCE	GluC34.raw	 higher energy beam-type collision-induced dissociation	34	 Reversed-phase chromatography (RP)	20 ppm	Q Exactive HF-X	label free sample	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']"	"NT=Hydroxylation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	20 ppm	1
Sample 3	Not available	Not available	1	Not applicable	Not available	normal	Not applicable	3	testis	Homo sapiens	M	GluC35	proteomic profiling by mass spectrometry	glutamyl endopeptidase	27 % NCE	GluC35.raw	 higher energy beam-type collision-induced dissociation	35	 Reversed-phase chromatography (RP)	20 ppm	Q Exactive HF-X	label free sample	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']"	"NT=Hydroxylation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	20 ppm	1
Sample 3	Not available	Not available	1	Not applicable	Not available	normal	Not applicable	3	testis	Homo sapiens	M	GluC36	proteomic profiling by mass spectrometry	glutamyl endopeptidase	27 % NCE	GluC36.raw	 higher energy beam-type collision-induced dissociation	36	 Reversed-phase chromatography (RP)	20 ppm	Q Exactive HF-X	label free sample	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']"	"NT=Hydroxylation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	20 ppm	1
Sample 3	Not available	Not available	1	Not applicable	Not available	normal	Not applicable	3	testis	Homo sapiens	M	GluC4	proteomic profiling by mass spectrometry	glutamyl endopeptidase	27 % NCE	GluC4.raw	 higher energy beam-type collision-induced dissociation	4	 Reversed-phase chromatography (RP)	20 ppm	Q Exactive HF-X	label free sample	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']"	"NT=Hydroxylation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	20 ppm	1
Sample 3	Not available	Not available	1	Not applicable	Not available	normal	Not applicable	3	testis	Homo sapiens	M	GluC5	proteomic profiling by mass spectrometry	glutamyl endopeptidase	27 % NCE	GluC5.raw	 higher energy beam-type collision-induced dissociation	5	 Reversed-phase chromatography (RP)	20 ppm	Q Exactive HF-X	label free sample	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']"	"NT=Hydroxylation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	20 ppm	1
Sample 3	Not available	Not available	1	Not applicable	Not available	normal	Not applicable	3	testis	Homo sapiens	M	GluC6	proteomic profiling by mass spectrometry	glutamyl endopeptidase	27 % NCE	GluC6.raw	 higher energy beam-type collision-induced dissociation	6	 Reversed-phase chromatography (RP)	20 ppm	Q Exactive HF-X	label free sample	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']"	"NT=Hydroxylation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	20 ppm	1
Sample 3	Not available	Not available	1	Not applicable	Not available	normal	Not applicable	3	testis	Homo sapiens	M	GluC7	proteomic profiling by mass spectrometry	glutamyl endopeptidase	27 % NCE	GluC7.raw	 higher energy beam-type collision-induced dissociation	7	 Reversed-phase chromatography (RP)	20 ppm	Q Exactive HF-X	label free sample	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']"	"NT=Hydroxylation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	20 ppm	1
Sample 3	Not available	Not available	1	Not applicable	Not available	normal	Not applicable	3	testis	Homo sapiens	M	GluC8	proteomic profiling by mass spectrometry	glutamyl endopeptidase	27 % NCE	GluC8.raw	 higher energy beam-type collision-induced dissociation	8	 Reversed-phase chromatography (RP)	20 ppm	Q Exactive HF-X	label free sample	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']"	"NT=Hydroxylation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	20 ppm	1
Sample 3	Not available	Not available	1	Not applicable	Not available	normal	Not applicable	3	testis	Homo sapiens	M	GluC9	proteomic profiling by mass spectrometry	glutamyl endopeptidase	27 % NCE	GluC9.raw	 higher energy beam-type collision-induced dissociation	9	 Reversed-phase chromatography (RP)	20 ppm	Q Exactive HF-X	label free sample	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']"	"NT=Hydroxylation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	20 ppm	1
Sample 3	Not available	Not available	1	Not applicable	Not available	normal	Not applicable	3	testis	Homo sapiens	M	LysC1	proteomic profiling by mass spectrometry	Lys-C	27 % NCE	LysC1.raw	 higher energy beam-type collision-induced dissociation	1	 Reversed-phase chromatography (RP)	20 ppm	Q Exactive HF-X	label free sample	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']"	"NT=Hydroxylation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	20 ppm	2
Sample 3	Not available	Not available	1	Not applicable	Not available	normal	Not applicable	3	testis	Homo sapiens	M	LysC10	proteomic profiling by mass spectrometry	Lys-C	27 % NCE	LysC10.raw	 higher energy beam-type collision-induced dissociation	10	 Reversed-phase chromatography (RP)	20 ppm	Q Exactive HF-X	label free sample	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']"	"NT=Hydroxylation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	20 ppm	2
Sample 3	Not available	Not available	1	Not applicable	Not available	normal	Not applicable	3	testis	Homo sapiens	M	LysC11	proteomic profiling by mass spectrometry	Lys-C	27 % NCE	LysC11.raw	 higher energy beam-type collision-induced dissociation	11	 Reversed-phase chromatography (RP)	20 ppm	Q Exactive HF-X	label free sample	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']"	"NT=Hydroxylation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	20 ppm	2
Sample 3	Not available	Not available	1	Not applicable	Not available	normal	Not applicable	3	testis	Homo sapiens	M	LysC12	proteomic profiling by mass spectrometry	Lys-C	27 % NCE	LysC12.raw	 higher energy beam-type collision-induced dissociation	12	 Reversed-phase chromatography (RP)	20 ppm	Q Exactive HF-X	label free sample	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']"	"NT=Hydroxylation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	20 ppm	2
Sample 3	Not available	Not available	1	Not applicable	Not available	normal	Not applicable	3	testis	Homo sapiens	M	LysC13	proteomic profiling by mass spectrometry	Lys-C	27 % NCE	LysC13.raw	 higher energy beam-type collision-induced dissociation	13	 Reversed-phase chromatography (RP)	20 ppm	Q Exactive HF-X	label free sample	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']"	"NT=Hydroxylation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	20 ppm	2
Sample 3	Not available	Not available	1	Not applicable	Not available	normal	Not applicable	3	testis	Homo sapiens	M	LysC14	proteomic profiling by mass spectrometry	Lys-C	27 % NCE	LysC14.raw	 higher energy beam-type collision-induced dissociation	14	 Reversed-phase chromatography (RP)	20 ppm	Q Exactive HF-X	label free sample	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']"	"NT=Hydroxylation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	20 ppm	2
Sample 3	Not available	Not available	1	Not applicable	Not available	normal	Not applicable	3	testis	Homo sapiens	M	LysC15	proteomic profiling by mass spectrometry	Lys-C	27 % NCE	LysC15.raw	 higher energy beam-type collision-induced dissociation	15	 Reversed-phase chromatography (RP)	20 ppm	Q Exactive HF-X	label free sample	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']"	"NT=Hydroxylation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	20 ppm	2
Sample 3	Not available	Not available	1	Not applicable	Not available	normal	Not applicable	3	testis	Homo sapiens	M	LysC16	proteomic profiling by mass spectrometry	Lys-C	27 % NCE	LysC16.raw	 higher energy beam-type collision-induced dissociation	16	 Reversed-phase chromatography (RP)	20 ppm	Q Exactive HF-X	label free sample	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']"	"NT=Hydroxylation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	20 ppm	2
Sample 3	Not available	Not available	1	Not applicable	Not available	normal	Not applicable	3	testis	Homo sapiens	M	LysC17	proteomic profiling by mass spectrometry	Lys-C	27 % NCE	LysC17.raw	 higher energy beam-type collision-induced dissociation	17	 Reversed-phase chromatography (RP)	20 ppm	Q Exactive HF-X	label free sample	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']"	"NT=Hydroxylation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	20 ppm	2
Sample 3	Not available	Not available	1	Not applicable	Not available	normal	Not applicable	3	testis	Homo sapiens	M	LysC18	proteomic profiling by mass spectrometry	Lys-C	27 % NCE	LysC18.raw	 higher energy beam-type collision-induced dissociation	18	 Reversed-phase chromatography (RP)	20 ppm	Q Exactive HF-X	label free sample	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']"	"NT=Hydroxylation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	20 ppm	2
Sample 3	Not available	Not available	1	Not applicable	Not available	normal	Not applicable	3	testis	Homo sapiens	M	LysC19	proteomic profiling by mass spectrometry	Lys-C	27 % NCE	LysC19.raw	 higher energy beam-type collision-induced dissociation	19	 Reversed-phase chromatography (RP)	20 ppm	Q Exactive HF-X	label free sample	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']"	"NT=Hydroxylation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	20 ppm	2
Sample 3	Not available	Not available	1	Not applicable	Not available	normal	Not applicable	3	testis	Homo sapiens	M	LysC2	proteomic profiling by mass spectrometry	Lys-C	27 % NCE	LysC2.raw	 higher energy beam-type collision-induced dissociation	2	 Reversed-phase chromatography (RP)	20 ppm	Q Exactive HF-X	label free sample	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']"	"NT=Hydroxylation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	20 ppm	2
Sample 3	Not available	Not available	1	Not applicable	Not available	normal	Not applicable	3	testis	Homo sapiens	M	LysC20	proteomic profiling by mass spectrometry	Lys-C	27 % NCE	LysC20.raw	 higher energy beam-type collision-induced dissociation	20	 Reversed-phase chromatography (RP)	20 ppm	Q Exactive HF-X	label free sample	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']"	"NT=Hydroxylation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	20 ppm	2
Sample 3	Not available	Not available	1	Not applicable	Not available	normal	Not applicable	3	testis	Homo sapiens	M	LysC21	proteomic profiling by mass spectrometry	Lys-C	27 % NCE	LysC21.raw	 higher energy beam-type collision-induced dissociation	21	 Reversed-phase chromatography (RP)	20 ppm	Q Exactive HF-X	label free sample	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']"	"NT=Hydroxylation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	20 ppm	2
Sample 3	Not available	Not available	1	Not applicable	Not available	normal	Not applicable	3	testis	Homo sapiens	M	LysC22	proteomic profiling by mass spectrometry	Lys-C	27 % NCE	LysC22.raw	 higher energy beam-type collision-induced dissociation	22	 Reversed-phase chromatography (RP)	20 ppm	Q Exactive HF-X	label free sample	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']"	"NT=Hydroxylation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	20 ppm	2
Sample 3	Not available	Not available	1	Not applicable	Not available	normal	Not applicable	3	testis	Homo sapiens	M	LysC23	proteomic profiling by mass spectrometry	Lys-C	27 % NCE	LysC23.raw	 higher energy beam-type collision-induced dissociation	23	 Reversed-phase chromatography (RP)	20 ppm	Q Exactive HF-X	label free sample	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']"	"NT=Hydroxylation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	20 ppm	2
Sample 3	Not available	Not available	1	Not applicable	Not available	normal	Not applicable	3	testis	Homo sapiens	M	LysC24	proteomic profiling by mass spectrometry	Lys-C	27 % NCE	LysC24.raw	 higher energy beam-type collision-induced dissociation	24	 Reversed-phase chromatography (RP)	20 ppm	Q Exactive HF-X	label free sample	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']"	"NT=Hydroxylation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	20 ppm	2
Sample 3	Not available	Not available	1	Not applicable	Not available	normal	Not applicable	3	testis	Homo sapiens	M	LysC25	proteomic profiling by mass spectrometry	Lys-C	27 % NCE	LysC25.raw	 higher energy beam-type collision-induced dissociation	25	 Reversed-phase chromatography (RP)	20 ppm	Q Exactive HF-X	label free sample	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']"	"NT=Hydroxylation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	20 ppm	2
Sample 3	Not available	Not available	1	Not applicable	Not available	normal	Not applicable	3	testis	Homo sapiens	M	LysC26	proteomic profiling by mass spectrometry	Lys-C	27 % NCE	LysC26.raw	 higher energy beam-type collision-induced dissociation	26	 Reversed-phase chromatography (RP)	20 ppm	Q Exactive HF-X	label free sample	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']"	"NT=Hydroxylation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	20 ppm	2
Sample 3	Not available	Not available	1	Not applicable	Not available	normal	Not applicable	3	testis	Homo sapiens	M	LysC27	proteomic profiling by mass spectrometry	Lys-C	27 % NCE	LysC27.raw	 higher energy beam-type collision-induced dissociation	27	 Reversed-phase chromatography (RP)	20 ppm	Q Exactive HF-X	label free sample	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']"	"NT=Hydroxylation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	20 ppm	2
Sample 3	Not available	Not available	1	Not applicable	Not available	normal	Not applicable	3	testis	Homo sapiens	M	LysC28	proteomic profiling by mass spectrometry	Lys-C	27 % NCE	LysC28.raw	 higher energy beam-type collision-induced dissociation	28	 Reversed-phase chromatography (RP)	20 ppm	Q Exactive HF-X	label free sample	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']"	"NT=Hydroxylation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	20 ppm	2
Sample 3	Not available	Not available	1	Not applicable	Not available	normal	Not applicable	3	testis	Homo sapiens	M	LysC29	proteomic profiling by mass spectrometry	Lys-C	27 % NCE	LysC29.raw	 higher energy beam-type collision-induced dissociation	29	 Reversed-phase chromatography (RP)	20 ppm	Q Exactive HF-X	label free sample	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']"	"NT=Hydroxylation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	20 ppm	2
Sample 3	Not available	Not available	1	Not applicable	Not available	normal	Not applicable	3	testis	Homo sapiens	M	LysC3	proteomic profiling by mass spectrometry	Lys-C	27 % NCE	LysC3.raw	 higher energy beam-type collision-induced dissociation	3	 Reversed-phase chromatography (RP)	20 ppm	Q Exactive HF-X	label free sample	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']"	"NT=Hydroxylation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	20 ppm	2
Sample 3	Not available	Not available	1	Not applicable	Not available	normal	Not applicable	3	testis	Homo sapiens	M	LysC30	proteomic profiling by mass spectrometry	Lys-C	27 % NCE	LysC30.raw	 higher energy beam-type collision-induced dissociation	30	 Reversed-phase chromatography (RP)	20 ppm	Q Exactive HF-X	label free sample	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']"	"NT=Hydroxylation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	20 ppm	2
Sample 3	Not available	Not available	1	Not applicable	Not available	normal	Not applicable	3	testis	Homo sapiens	M	LysC31	proteomic profiling by mass spectrometry	Lys-C	27 % NCE	LysC31.raw	 higher energy beam-type collision-induced dissociation	31	 Reversed-phase chromatography (RP)	20 ppm	Q Exactive HF-X	label free sample	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']"	"NT=Hydroxylation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	20 ppm	2
Sample 3	Not available	Not available	1	Not applicable	Not available	normal	Not applicable	3	testis	Homo sapiens	M	LysC32	proteomic profiling by mass spectrometry	Lys-C	27 % NCE	LysC32.raw	 higher energy beam-type collision-induced dissociation	32	 Reversed-phase chromatography (RP)	20 ppm	Q Exactive HF-X	label free sample	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']"	"NT=Hydroxylation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	20 ppm	2
Sample 3	Not available	Not available	1	Not applicable	Not available	normal	Not applicable	3	testis	Homo sapiens	M	LysC33	proteomic profiling by mass spectrometry	Lys-C	27 % NCE	LysC33.raw	 higher energy beam-type collision-induced dissociation	33	 Reversed-phase chromatography (RP)	20 ppm	Q Exactive HF-X	label free sample	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']"	"NT=Hydroxylation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	20 ppm	2
Sample 3	Not available	Not available	1	Not applicable	Not available	normal	Not applicable	3	testis	Homo sapiens	M	LysC34	proteomic profiling by mass spectrometry	Lys-C	27 % NCE	LysC34.raw	 higher energy beam-type collision-induced dissociation	34	 Reversed-phase chromatography (RP)	20 ppm	Q Exactive HF-X	label free sample	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']"	"NT=Hydroxylation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	20 ppm	2
Sample 3	Not available	Not available	1	Not applicable	Not available	normal	Not applicable	3	testis	Homo sapiens	M	LysC35	proteomic profiling by mass spectrometry	Lys-C	27 % NCE	LysC35.raw	 higher energy beam-type collision-induced dissociation	35	 Reversed-phase chromatography (RP)	20 ppm	Q Exactive HF-X	label free sample	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']"	"NT=Hydroxylation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	20 ppm	2
Sample 3	Not available	Not available	1	Not applicable	Not available	normal	Not applicable	3	testis	Homo sapiens	M	LysC36	proteomic profiling by mass spectrometry	Lys-C	27 % NCE	LysC36.raw	 higher energy beam-type collision-induced dissociation	36	 Reversed-phase chromatography (RP)	20 ppm	Q Exactive HF-X	label free sample	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']"	"NT=Hydroxylation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	20 ppm	2
Sample 3	Not available	Not available	1	Not applicable	Not available	normal	Not applicable	3	testis	Homo sapiens	M	LysC4	proteomic profiling by mass spectrometry	Lys-C	27 % NCE	LysC4.raw	 higher energy beam-type collision-induced dissociation	4	 Reversed-phase chromatography (RP)	20 ppm	Q Exactive HF-X	label free sample	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']"	"NT=Hydroxylation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	20 ppm	2
Sample 3	Not available	Not available	1	Not applicable	Not available	normal	Not applicable	3	testis	Homo sapiens	M	LysC5	proteomic profiling by mass spectrometry	Lys-C	27 % NCE	LysC5.raw	 higher energy beam-type collision-induced dissociation	5	 Reversed-phase chromatography (RP)	20 ppm	Q Exactive HF-X	label free sample	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']"	"NT=Hydroxylation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	20 ppm	2
Sample 3	Not available	Not available	1	Not applicable	Not available	normal	Not applicable	3	testis	Homo sapiens	M	LysC6	proteomic profiling by mass spectrometry	Lys-C	27 % NCE	LysC6.raw	 higher energy beam-type collision-induced dissociation	6	 Reversed-phase chromatography (RP)	20 ppm	Q Exactive HF-X	label free sample	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']"	"NT=Hydroxylation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	20 ppm	2
Sample 3	Not available	Not available	1	Not applicable	Not available	normal	Not applicable	3	testis	Homo sapiens	M	LysC7	proteomic profiling by mass spectrometry	Lys-C	27 % NCE	LysC7.raw	 higher energy beam-type collision-induced dissociation	7	 Reversed-phase chromatography (RP)	20 ppm	Q Exactive HF-X	label free sample	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']"	"NT=Hydroxylation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	20 ppm	2
Sample 3	Not available	Not available	1	Not applicable	Not available	normal	Not applicable	3	testis	Homo sapiens	M	LysC8	proteomic profiling by mass spectrometry	Lys-C	27 % NCE	LysC8.raw	 higher energy beam-type collision-induced dissociation	8	 Reversed-phase chromatography (RP)	20 ppm	Q Exactive HF-X	label free sample	"NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']"	"NT=Hydroxylation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']"	20 ppm	2
