source name	characteristics[organism]	characteristics[organism part]	characteristics[ancestry category]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[cell line]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[material type]	assay name	technology type	comment[fraction identifier]	comment[technical replicate]	comment[file uri]	comment[instrument]	comment[MS2 analyzer type]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[proteomics data acquisition method]	comment[data file]	comment[sdrf version]	comment[sdrf template]
Sample 45	Clostridium butyricum	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 65	proteomic profiling by mass spectrometry	1	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d3_24_hTT_II.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d3_24_hTT_II.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 46	clostridium	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 65	proteomic profiling by mass spectrometry	1	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d3_24_hTT_II.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d3_24_hTT_II.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 47	Escherichia coli K-12	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 65	proteomic profiling by mass spectrometry	1	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d3_24_hTT_II.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d3_24_hTT_II.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 48	lactobacillus	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 65	proteomic profiling by mass spectrometry	1	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d3_24_hTT_II.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d3_24_hTT_II.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 50	Bacteroides thetaiotaomicron	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 42	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d4_12_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d4_12_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 51	Bifidobacterium longum	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 42	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d4_12_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d4_12_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 52	Blautia producta	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 42	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d4_12_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d4_12_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 53	Clostridium butyricum	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 42	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d4_12_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d4_12_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 54	clostridium	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 42	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d4_12_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d4_12_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 55	Escherichia coli K-12	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 42	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d4_12_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d4_12_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 56	lactobacillus	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 42	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d4_12_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d4_12_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 50	Bacteroides thetaiotaomicron	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 45	proteomic profiling by mass spectrometry	1	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d4_24_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d4_24_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 51	Bifidobacterium longum	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 45	proteomic profiling by mass spectrometry	1	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d4_24_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d4_24_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 52	Blautia producta	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 45	proteomic profiling by mass spectrometry	1	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d4_24_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d4_24_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 53	Clostridium butyricum	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 45	proteomic profiling by mass spectrometry	1	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d4_24_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d4_24_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 54	clostridium	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 45	proteomic profiling by mass spectrometry	1	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d4_24_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d4_24_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 55	Escherichia coli K-12	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 45	proteomic profiling by mass spectrometry	1	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d4_24_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d4_24_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 56	lactobacillus	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 45	proteomic profiling by mass spectrometry	1	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d4_24_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d4_24_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 50	Bacteroides thetaiotaomicron	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 58	proteomic profiling by mass spectrometry	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d4_48_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d4_48_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 51	Bifidobacterium longum	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 58	proteomic profiling by mass spectrometry	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d4_48_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d4_48_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 52	Blautia producta	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 58	proteomic profiling by mass spectrometry	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d4_48_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d4_48_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 53	Clostridium butyricum	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 58	proteomic profiling by mass spectrometry	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d4_48_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d4_48_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 54	clostridium	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 58	proteomic profiling by mass spectrometry	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d4_48_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d4_48_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 55	Escherichia coli K-12	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 58	proteomic profiling by mass spectrometry	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d4_48_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d4_48_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 56	lactobacillus	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 58	proteomic profiling by mass spectrometry	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d4_48_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d4_48_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 58	Bacteroides thetaiotaomicron	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 23	proteomic profiling by mass spectrometry	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d4_48_hTT_II.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d4_48_hTT_II.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 59	Bifidobacterium longum	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 23	proteomic profiling by mass spectrometry	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d4_48_hTT_II.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d4_48_hTT_II.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 60	Blautia producta	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 23	proteomic profiling by mass spectrometry	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d4_48_hTT_II.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d4_48_hTT_II.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 61	Clostridium butyricum	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 23	proteomic profiling by mass spectrometry	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d4_48_hTT_II.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d4_48_hTT_II.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 62	clostridium	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 23	proteomic profiling by mass spectrometry	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d4_48_hTT_II.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d4_48_hTT_II.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
