source name	characteristics[organism]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cultured cell]	characteristics[disease]	characteristics[biological replicate]	assay name	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[data file]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	factor value[bait]
MCP_ky_0002396_UBE2K_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002396	0	0	Label free	MCP_ky_0002396_0044_42_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	FLAP-P61087
MCP_ky_0002396_UBE2K_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002396	0	0	Label free	MCP_ky_0002396_0193_30_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	FLAP-P61087
MCP_ky_0002396_UBE2K_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002396	0	0	Label free	MCP_ky_0002396_0194_15_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	FLAP-P61087
MCP_ky_0002397_ITGB1_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002397	0	0	Label free	MCP_ky_0002397_0170_37_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	FLAP-P09055
MCP_ky_0002397_ITGB1_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002397	0	0	Label free	MCP_ky_0002397_0171_48_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	FLAP-P09055
MCP_ky_0002397_ITGB1_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002397	0	0	Label free	MCP_ky_0002397_0178_05_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	FLAP-P09055
MCP_ky_0002406_MSN_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002406	0	0	Label free	MCP_ky_0002406_0186_11_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	FLAP-P26041
MCP_ky_0002406_MSN_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002406	0	0	Label free	MCP_ky_0002406_0187_07_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	FLAP-P26041
MCP_ky_0002406_MSN_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002406	0	0	Label free	MCP_ky_0002406_0188_11_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	FLAP-P26041
MCP_ky_0002407_PIP4K2C_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002407	0	0	Label free	MCP_ky_0002407_0173_09_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	FLAP-Q91XU3
MCP_ky_0002407_PIP4K2C_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002407	0	0	Label free	MCP_ky_0002407_0174_38_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	FLAP-Q91XU3
MCP_ky_0002407_PIP4K2C_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002407	0	0	Label free	MCP_ky_0002407_0178_04_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	FLAP-Q91XU3
MCP_ky_0002407_PIP4K2C_4	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	4	MCP_ky_0002407	0	0	Label free	MCP_ky_0002407_0224_43_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	FLAP-Q91XU3
MCP_ky_0002407_PIP4K2C_5	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	5	MCP_ky_0002407	0	0	Label free	MCP_ky_0002407_0225_41_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	FLAP-Q91XU3
MCP_ky_0002407_PIP4K2C_6	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	6	MCP_ky_0002407	0	0	Label free	MCP_ky_0002407_0230_18_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	FLAP-Q91XU3
MCP_ky_0002416_YPEL5_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002416	0	0	Label free	MCP_ky_0002416_0046_45_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	FLAP-P62700
MCP_ky_0002416_YPEL5_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002416	0	0	Label free	MCP_ky_0002416_0073_35_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	FLAP-P62700
MCP_ky_0002416_YPEL5_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002416	0	0	Label free	MCP_ky_0002416_0074_45_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	FLAP-P62700
MCP_ky_0002418_NAA10_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002418	0	0	Label free	MCP_ky_0002418_0169_40_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9QY36
MCP_ky_0002418_NAA10_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002418	0	0	Label free	MCP_ky_0002418_0170_48_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9QY36
MCP_ky_0002418_NAA10_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002418	0	0	Label free	MCP_ky_0002418_0171_45_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9QY36
MCP_ky_0002419_NAA11_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002419	0	0	Label free	MCP_ky_0002419_0170_34_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q3UX61
MCP_ky_0002419_NAA11_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002419	0	0	Label free	MCP_ky_0002419_0171_07_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q3UX61
MCP_ky_0002419_NAA11_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002419	0	0	Label free	MCP_ky_0002419_0178_19_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q3UX61
MCP_ky_0002420_BACH1_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002420	0	0	Label free	MCP_ky_0002420_0169_35_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P97302
MCP_ky_0002420_BACH1_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002420	0	0	Label free	MCP_ky_0002420_0170_10_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P97302
MCP_ky_0002420_BACH1_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002420	0	0	Label free	MCP_ky_0002420_0171_08_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P97302
MCP_ky_0002432_NIPBL_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002432	0	0	Label free	MCP_ky_0002432_0094_23_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q6KCD5
MCP_ky_0002432_NIPBL_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002432	0	0	Label free	MCP_ky_0002432_0115_41_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q6KCD5
MCP_ky_0002432_NIPBL_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002432	0	0	Label free	MCP_ky_0002432_0116_01_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q6KCD5
MCP_ky_0002434_RAD21_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002434	0	0	Label free	MCP_ky_0002434_0054_19_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q61550
MCP_ky_0002434_RAD21_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002434	0	0	Label free	MCP_ky_0002434_0069_40_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q61550
MCP_ky_0002434_RAD21_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002434	0	0	Label free	MCP_ky_0002434_0071_44_JBB.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q61550
MCP_ky_0002435_SGOL2_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002435	0	0	Label free	MCP_ky_0002435_0169_04_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q7TSY8
MCP_ky_0002435_SGOL2_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002435	0	0	Label free	MCP_ky_0002435_0170_09_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q7TSY8
MCP_ky_0002435_SGOL2_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002435	0	0	Label free	MCP_ky_0002435_0171_42_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q7TSY8
MCP_ky_0002438_TIMELESS_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002438	0	0	Label free	MCP_ky_0002438_0113_34_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9R1X4
MCP_ky_0002438_TIMELESS_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002438	0	0	Label free	MCP_ky_0002438_0114_42_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9R1X4
MCP_ky_0002438_TIMELESS_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002438	0	0	Label free	MCP_ky_0002438_0187_47_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9R1X4
MCP_ky_0002446_PARD6A_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002446	0	0	Label free	MCP_ky_0002446_0169_14_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9NPB6
MCP_ky_0002446_PARD6A_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002446	0	0	Label free	MCP_ky_0002446_0170_08_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9NPB6
MCP_ky_0002446_PARD6A_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002446	0	0	Label free	MCP_ky_0002446_0171_35_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9NPB6
MCP_ky_0002447_RNF41_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002447	0	0	Label free	MCP_ky_0002447_0170_41_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9H4P4
MCP_ky_0002447_RNF41_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002447	0	0	Label free	MCP_ky_0002447_0171_39_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9H4P4
MCP_ky_0002447_RNF41_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002447	0	0	Label free	MCP_ky_0002447_0178_13_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9H4P4
MCP_ky_0002448_YWHAZ_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002448	0	0	Label free	MCP_ky_0002448_0039_15_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P63104
MCP_ky_0002448_YWHAZ_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002448	0	0	Label free	MCP_ky_0002448_0073_42_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P63104
MCP_ky_0002448_YWHAZ_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002448	0	0	Label free	MCP_ky_0002448_0074_32_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P63104
MCP_ky_0002450_NotAvailable_1	Homo sapiens	not available	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002450	0	0	Label free	MCP_ky_0002450_0170_05_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	not applicable
MCP_ky_0002450_NotAvailable_2	Homo sapiens	not available	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002450	0	0	Label free	MCP_ky_0002450_0171_43_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	not applicable
MCP_ky_0002450_NotAvailable_3	Homo sapiens	not available	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002450	0	0	Label free	MCP_ky_0002450_0178_31_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	not applicable
MCP_ky_0002461_RAB5B_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002461	0	0	Label free	MCP_ky_0002461_0060_10_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P61021
MCP_ky_0002461_RAB5B_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002461	0	0	Label free	MCP_ky_0002461_0073_41_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P61021
MCP_ky_0002461_RAB5B_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002461	0	0	Label free	MCP_ky_0002461_0074_14_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P61021
MCP_ky_0002462_RAB5C_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002462	0	0	Label free	MCP_ky_0002462_0186_33_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P35278
MCP_ky_0002462_RAB5C_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002462	0	0	Label free	MCP_ky_0002462_0187_27_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P35278
MCP_ky_0002462_RAB5C_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002462	0	0	Label free	MCP_ky_0002462_0188_07_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P35278
MCP_ky_0002464_CBX1_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002464	0	0	Label free	MCP_ky_0002464_0124_25_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P83917
MCP_ky_0002464_CBX1_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002464	0	0	Label free	MCP_ky_0002464_0125_18_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P83917
MCP_ky_0002464_CBX1_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002464	0	0	Label free	MCP_ky_0002464_0171_44_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P83917
MCP_ky_0002464_CBX1_4	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	4	MCP_ky_0002464	0	0	Label free	MCP_ky_0002464_0230_36_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P83917
MCP_ky_0002464_CBX1_5	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	5	MCP_ky_0002464	0	0	Label free	MCP_ky_0002464_0232_16_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P83917
MCP_ky_0002464_CBX1_6	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	6	MCP_ky_0002464	0	0	Label free	MCP_ky_0002464_0233_28_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P83917
MCP_ky_0002470_APC_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002470	0	0	Label free	MCP_ky_0002470_0073_26_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P25054
MCP_ky_0002470_APC_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002470	0	0	Label free	MCP_ky_0002470_0074_13_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P25054
MCP_ky_0002470_APC_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002470	0	0	Label free	MCP_ky_0002470_0160_44_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P25054
MCP_ky_0002473_RNF2_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002473	0	0	Label free	MCP_ky_0002473_0076_12_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q99496
MCP_ky_0002473_RNF2_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002473	0	0	Label free	MCP_ky_0002473_0086_01_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q99496
MCP_ky_0002473_RNF2_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002473	0	0	Label free	MCP_ky_0002473_0087_24_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q99496
MCP_ky_0002474_CTR9_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002474	0	0	Label free	MCP_ky_0002474_0069_20_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q6PD62
MCP_ky_0002474_CTR9_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002474	0	0	Label free	MCP_ky_0002474_0071_08_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q6PD62
MCP_ky_0002474_CTR9_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002474	0	0	Label free	MCP_ky_0002474_0094_10_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q6PD62
MCP_ky_0002475_CSK_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002475	0	0	Label free	MCP_ky_0002475_0120_03_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P41241
MCP_ky_0002475_CSK_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002475	0	0	Label free	MCP_ky_0002475_0137_37_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P41241
MCP_ky_0002475_CSK_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002475	0	0	Label free	MCP_ky_0002475_0145_23_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P41241
MCP_ky_0002476_AURKA_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002476	0	0	Label free	MCP_ky_0002476_0123_04_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-O14965
MCP_ky_0002476_AURKA_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002476	0	0	Label free	MCP_ky_0002476_0124_47_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-O14965
MCP_ky_0002476_AURKA_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002476	0	0	Label free	MCP_ky_0002476_0178_17_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-O14965
MCP_ky_0002476_AURKA_4	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	4	MCP_ky_0002476	0	0	Label free	MCP_ky_0002476_0230_24_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-O14965
MCP_ky_0002476_AURKA_5	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	5	MCP_ky_0002476	0	0	Label free	MCP_ky_0002476_0232_44_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-O14965
MCP_ky_0002476_AURKA_6	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	6	MCP_ky_0002476	0	0	Label free	MCP_ky_0002476_0233_37_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-O14965
MCP_ky_0002493_LEO1_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002493	0	0	Label free	MCP_ky_0002493_0076_43_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q8WVC0
MCP_ky_0002493_LEO1_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002493	0	0	Label free	MCP_ky_0002493_0103_18_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q8WVC0
MCP_ky_0002493_LEO1_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002493	0	0	Label free	MCP_ky_0002493_0105_34_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q8WVC0
MCP_ky_0002495_EDC4_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002495	0	0	Label free	MCP_ky_0002495_0046_08_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q3UJB9
MCP_ky_0002495_EDC4_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002495	0	0	Label free	MCP_ky_0002495_0189_11_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q3UJB9
MCP_ky_0002495_EDC4_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002495	0	0	Label free	MCP_ky_0002495_0191_12_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q3UJB9
MCP_ky_0002502_AZI1_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002502	0	0	Label free	MCP_ky_0002502_0046_23_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q62036
MCP_ky_0002502_AZI1_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002502	0	0	Label free	MCP_ky_0002502_0079_29_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q62036
MCP_ky_0002502_AZI1_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002502	0	0	Label free	MCP_ky_0002502_0080_34_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q62036
MCP_ky_0002504_CDC16_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002504	0	0	Label free	MCP_ky_0002504_0060_11_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q8R349
MCP_ky_0002504_CDC16_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002504	0	0	Label free	MCP_ky_0002504_0086_05_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q8R349
MCP_ky_0002504_CDC16_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002504	0	0	Label free	MCP_ky_0002504_0087_13_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q8R349
MCP_ky_0002511_ATM_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002511	0	0	Label free	MCP_ky_0002511_0201_01_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q13315
MCP_ky_0002511_ATM_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002511	0	0	Label free	MCP_ky_0002511_0202_25_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q13315
MCP_ky_0002511_ATM_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002511	0	0	Label free	MCP_ky_0002511_0203_17_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q13315
MCP_ky_0002515_CDC73_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002515	0	0	Label free	MCP_ky_0002515_0046_09_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q6P1J9
MCP_ky_0002515_CDC73_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002515	0	0	Label free	MCP_ky_0002515_0074_15_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q6P1J9
MCP_ky_0002515_CDC73_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002515	0	0	Label free	MCP_ky_0002515_0075_23_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q6P1J9
MCP_ky_0002516_CEP55_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002516	0	0	Label free	MCP_ky_0002516_0186_10_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q8BT07
MCP_ky_0002516_CEP55_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002516	0	0	Label free	MCP_ky_0002516_0187_42_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q8BT07
MCP_ky_0002516_CEP55_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002516	0	0	Label free	MCP_ky_0002516_0188_05_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q8BT07
