source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	material type	characteristics[biological replicate]	characteristics[synthetic peptide]	assay name	technology type	comment[label]	comment[fractionation method]	comment[fraction identifier]	comment[ms2 mass analyzer]	comment[ms2 mass analyzer]	comment[instrument]	comment[separation]	comment[file uri]	comment[dissociation method]	comment[dissociation method]	comment[dissociation method]	comment[HCD collision energy]	comment[HCD collision energy]	comment[HCD collision energy]	comment[CID collision energy]	comment[EThcD collision energy]	comment[ETciD collision energy]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[data file]	comment[technical replicate]
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	second_pool_116	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01906a_BH1-TUM_second_pool_116_01_01-2xIT_2xHCD-1h-R1.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD	not available	20 NCE	23 NCE	28 NCE	35 NCE	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01906a_BH1-TUM_second_pool_116_01_01-2xIT_2xHCD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	second_pool_123	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01952a_BA1-TUM_second_pool_123_01_01-2xIT_2xHCD-1h-R1.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD	not available	20 NCE	23 NCE	28 NCE	35 NCE	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01952a_BA1-TUM_second_pool_123_01_01-2xIT_2xHCD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	second_pool_132	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01952a_BA3-TUM_second_pool_132_01_01-2xIT_2xHCD-1h-R1.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD	not available	20 NCE	23 NCE	28 NCE	35 NCE	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01952a_BA3-TUM_second_pool_132_01_01-2xIT_2xHCD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	second_pool_124	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01952a_BB1-TUM_second_pool_124_01_01-2xIT_2xHCD-1h-R1.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD	not available	20 NCE	23 NCE	28 NCE	35 NCE	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01952a_BB1-TUM_second_pool_124_01_01-2xIT_2xHCD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	second_pool_133	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01952a_BB3-TUM_second_pool_133_01_01-2xIT_2xHCD-1h-R1.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD	not available	20 NCE	23 NCE	28 NCE	35 NCE	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01952a_BB3-TUM_second_pool_133_01_01-2xIT_2xHCD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	second_pool_125	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01952a_BC1-TUM_second_pool_125_01_01-2xIT_2xHCD-1h-R1.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD	not available	20 NCE	23 NCE	28 NCE	35 NCE	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01952a_BC1-TUM_second_pool_125_01_01-2xIT_2xHCD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	second_pool_134	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01952a_BC3-TUM_second_pool_134_01_01-2xIT_2xHCD-1h-R1.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD	not available	20 NCE	23 NCE	28 NCE	35 NCE	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01952a_BC3-TUM_second_pool_134_01_01-2xIT_2xHCD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	second_pool_126	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01952a_BD1-TUM_second_pool_126_01_01-2xIT_2xHCD-1h-R1.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD	not available	20 NCE	23 NCE	28 NCE	35 NCE	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01952a_BD1-TUM_second_pool_126_01_01-2xIT_2xHCD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	second_pool_135	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01952a_BD3-TUM_second_pool_135_01_01-2xIT_2xHCD-1h-R1.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD	not available	20 NCE	23 NCE	28 NCE	35 NCE	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01952a_BD3-TUM_second_pool_135_01_01-2xIT_2xHCD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	second_pool_127	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01952a_BE1-TUM_second_pool_127_01_01-2xIT_2xHCD-1h-R1.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD	not available	20 NCE	23 NCE	28 NCE	35 NCE	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01952a_BE1-TUM_second_pool_127_01_01-2xIT_2xHCD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	second_pool_136	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01952a_BE3-TUM_second_pool_136_01_01-2xIT_2xHCD-1h-R1.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD	not available	20 NCE	23 NCE	28 NCE	35 NCE	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01952a_BE3-TUM_second_pool_136_01_01-2xIT_2xHCD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	second_pool_128	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01952a_BF1-TUM_second_pool_128_01_01-2xIT_2xHCD-1h-R1.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD	not available	20 NCE	23 NCE	28 NCE	35 NCE	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01952a_BF1-TUM_second_pool_128_01_01-2xIT_2xHCD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	second_pool_137	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01952a_BF3-TUM_second_pool_137_01_01-2xIT_2xHCD-1h-R1.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD	not available	20 NCE	23 NCE	28 NCE	35 NCE	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01952a_BF3-TUM_second_pool_137_01_01-2xIT_2xHCD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	second_pool_129	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01952a_BG1-TUM_second_pool_129_01_01-2xIT_2xHCD-1h-R1.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD	not available	20 NCE	23 NCE	28 NCE	35 NCE	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01952a_BG1-TUM_second_pool_129_01_01-2xIT_2xHCD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	second_pool_130	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01952a_BH1-TUM_second_pool_130_01_01-2xIT_2xHCD-1h-R1.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD	not available	20 NCE	23 NCE	28 NCE	35 NCE	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01952a_BH1-TUM_second_pool_130_01_01-2xIT_2xHCD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000484; NT=Orbitrap	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01625b_GA1-TUM_first_pool_1_01_01-3xHCD-1h-R1.raw	AC=MS:1000422;NT=HCD	not available	not available	25 NCE	30 NCE	35 NCE	not available	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01625b_GA1-TUM_first_pool_1_01_01-3xHCD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_9	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000484; NT=Orbitrap	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1.raw	AC=MS:1000422;NT=HCD	not available	not available	25 NCE	30 NCE	35 NCE	not available	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_17	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000484; NT=Orbitrap	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1.raw	AC=MS:1000422;NT=HCD	not available	not available	25 NCE	30 NCE	35 NCE	not available	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01625b_GA3-TUM_first_pool_17_01_01-3xHCD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_25	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000484; NT=Orbitrap	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1.raw	AC=MS:1000422;NT=HCD	not available	not available	25 NCE	30 NCE	35 NCE	not available	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01625b_GA4-TUM_first_pool_25_01_01-3xHCD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_33	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000484; NT=Orbitrap	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01625b_GA5-TUM_first_pool_33_01_01-3xHCD-1h-R1.raw	AC=MS:1000422;NT=HCD	not available	not available	25 NCE	30 NCE	35 NCE	not available	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01625b_GA5-TUM_first_pool_33_01_01-3xHCD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_41	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000484; NT=Orbitrap	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01625b_GA6-TUM_first_pool_41_01_01-3xHCD-1h-R1.raw	AC=MS:1000422;NT=HCD	not available	not available	25 NCE	30 NCE	35 NCE	not available	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01625b_GA6-TUM_first_pool_41_01_01-3xHCD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_120	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000484; NT=Orbitrap	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01625b_GA7-TUM_first_pool_120_01_01-3xHCD-1h-R1.raw	AC=MS:1000422;NT=HCD	not available	not available	25 NCE	30 NCE	35 NCE	not available	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01625b_GA7-TUM_first_pool_120_01_01-3xHCD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000484; NT=Orbitrap	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01625b_GB1-TUM_first_pool_2_01_01-3xHCD-1h-R1.raw	AC=MS:1000422;NT=HCD	not available	not available	25 NCE	30 NCE	35 NCE	not available	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01625b_GB1-TUM_first_pool_2_01_01-3xHCD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_10	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000484; NT=Orbitrap	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01625b_GB2-TUM_first_pool_10_01_01-3xHCD-1h-R1.raw	AC=MS:1000422;NT=HCD	not available	not available	25 NCE	30 NCE	35 NCE	not available	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01625b_GB2-TUM_first_pool_10_01_01-3xHCD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_18	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000484; NT=Orbitrap	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01625b_GB3-TUM_first_pool_18_01_01-3xHCD-1h-R1.raw	AC=MS:1000422;NT=HCD	not available	not available	25 NCE	30 NCE	35 NCE	not available	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01625b_GB3-TUM_first_pool_18_01_01-3xHCD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_26	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000484; NT=Orbitrap	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01625b_GB4-TUM_first_pool_26_01_01-3xHCD-1h-R1.raw	AC=MS:1000422;NT=HCD	not available	not available	25 NCE	30 NCE	35 NCE	not available	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01625b_GB4-TUM_first_pool_26_01_01-3xHCD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_34	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000484; NT=Orbitrap	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01625b_GB5-TUM_first_pool_34_01_01-3xHCD-1h-R1.raw	AC=MS:1000422;NT=HCD	not available	not available	25 NCE	30 NCE	35 NCE	not available	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01625b_GB5-TUM_first_pool_34_01_01-3xHCD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_42	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000484; NT=Orbitrap	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01625b_GB6-TUM_first_pool_42_01_01-3xHCD-1h-R1.raw	AC=MS:1000422;NT=HCD	not available	not available	25 NCE	30 NCE	35 NCE	not available	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01625b_GB6-TUM_first_pool_42_01_01-3xHCD-1h-R1.raw	1
