Source Name	Characteristics[organism]	Characteristics[disease]	Characteristics[organism part]	Characteristics[organism part]	Characteristics[cell line]	Comment[proteomexchange accession number]	Comment[data file]	Comment[Associated file URI]	Comment[instrument]	Comment[modification parameters]	Comment[modification parameters]	Comment[modification parameters]	Comment[cleavage agent details]	Material Type	Description	Comment[Label]	Comment[fragment mass tolerance]	Comment[precursor mass tolerance]
Sample 983	Homo sapiens	childhood T acute lymphoblastic leukemia	blood	lymphatic part of lymphoid system	CCRFCEM	PXD005940	00524_G03_P003819_B0W_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00524_G03_P003819_B0W_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 984	Homo sapiens	childhood T acute lymphoblastic leukemia	blood	lymphatic part of lymphoid system	CCRFCEM	PXD005940	00524_A02_P003819_B0I_A00_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00524_A02_P003819_B0I_A00_R2.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 985	Homo sapiens	childhood T acute lymphoblastic leukemia	blood	lymphatic part of lymphoid system	CCRFCEM	PXD005940	00524_D02_P003819_B0L_A00_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00524_D02_P003819_B0L_A00_R2.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 986	Homo sapiens	childhood T acute lymphoblastic leukemia	blood	lymphatic part of lymphoid system	CCRFCEM	PXD005940	00524_B03_P003819_B0R_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00524_B03_P003819_B0R_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 987	Homo sapiens	childhood T acute lymphoblastic leukemia	blood	lymphatic part of lymphoid system	CCRFCEM	PXD005940	00524_E03_P003819_B0U_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00524_E03_P003819_B0U_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 988	Homo sapiens	childhood T acute lymphoblastic leukemia	blood	lymphatic part of lymphoid system	CCRFCEM	PXD005940	00524_F01_P003819_B0F_A00_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00524_F01_P003819_B0F_A00_R2.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 989	Homo sapiens	childhood T acute lymphoblastic leukemia	blood	lymphatic part of lymphoid system	CCRFCEM	PXD005940	00524_G02_P003819_B0O_A00_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00524_G02_P003819_B0O_A00_R2.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 990	Homo sapiens	childhood T acute lymphoblastic leukemia	blood	lymphatic part of lymphoid system	CCRFCEM	PXD005940	00524_C03_P003819_B0S_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00524_C03_P003819_B0S_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 991	Homo sapiens	childhood T acute lymphoblastic leukemia	blood	lymphatic part of lymphoid system	CCRFCEM	PXD005940	00524_A01_P003819_B0A_A00_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00524_A01_P003819_B0A_A00_R2.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 992	Homo sapiens	childhood T acute lymphoblastic leukemia	blood	lymphatic part of lymphoid system	CCRFCEM	PXD005940	00524_E02_P003819_B0M_A00_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00524_E02_P003819_B0M_A00_R2.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 993	Homo sapiens	childhood T acute lymphoblastic leukemia	blood	lymphatic part of lymphoid system	CCRFCEM	PXD005940	00524_B01_P003819_B0B_A00_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00524_B01_P003819_B0B_A00_R2.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 994	Homo sapiens	childhood T acute lymphoblastic leukemia	blood	lymphatic part of lymphoid system	CCRFCEM	PXD005940	00524_D01_P003819_B0D_A00_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00524_D01_P003819_B0D_A00_R2.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 995	Homo sapiens	childhood T acute lymphoblastic leukemia	blood	lymphatic part of lymphoid system	CCRFCEM	PXD005940	00524_F02_P003819_B0N_A00_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00524_F02_P003819_B0N_A00_R2.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
