source name	characteristics[organism]	characteristics[organism part]	characteristics[sex]	characteristics[cell type]	characteristics[developmental stage]	characteristics[disease]	characteristics[genotype]	characteristics[phenotype]	characteristics[biological replicate]	assay name	technology type	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[technical replicate]	comment[fraction identifier]	comment[instrument]	comment[cleavage agent details]	comment[number of missed cleavages]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]
IS3_pool	Citrus maxima	floral bud	male	not applicable	not applicable	not applicable	not applicable	not applicable	3	run_3_fraction_3	proteomic profiling by mass spectrometry	iTRAQ reagent 113	NT=iTRAQ8plex;PP=Any N-term;TA=K;AC=UNIMOD:730;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	3	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_3_F3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_3_F3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
C3	Citrus maxima	floral bud	male	not applicable	stage 2	not applicable	G1+HBP	sterile	3	run_3_fraction_3	proteomic profiling by mass spectrometry	iTRAQ reagent 114	NT=iTRAQ8plex;PP=Any N-term;TA=K;AC=UNIMOD:730;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	3	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_3_F3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_3_F3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
C4	Citrus maxima	floral bud	male	not applicable	stage 2	not applicable	G1+HBP	sterile	4	run_3_fraction_3	proteomic profiling by mass spectrometry	iTRAQ reagent 115	NT=iTRAQ8plex:13C(6)15N(2) ;PP=Any N-term;TA=K;AC=UNIMOD:731;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	3	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_3_F3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_3_F3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
E3	Citrus maxima	floral bud	male	not applicable	stage 3	not applicable	G1+HBP	sterile	3	run_3_fraction_3	proteomic profiling by mass spectrometry	iTRAQ reagent 116	NT=iTRAQ8plex;PP=Any N-term;TA=K;AC=UNIMOD:730;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	3	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_3_F3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_3_F3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
D3	Citrus maxima	floral bud	male	not applicable	stage 2	not applicable	HBP	fertile	3	run_3_fraction_3	proteomic profiling by mass spectrometry	iTRAQ reagent 117	NT=iTRAQ8plex;PP=Any N-term;TA=K;AC=UNIMOD:730;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	3	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_3_F3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_3_F3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
A4	Citrus maxima	floral bud	male	not applicable	stage 1	not applicable	G1+HBP	sterile	4	run_3_fraction_3	proteomic profiling by mass spectrometry	iTRAQ reagent 118	NT=iTRAQ8plex:13C(6)15N(2) ;PP=Any N-term;TA=K;AC=UNIMOD:731;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	3	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_3_F3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_3_F3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
F3	Citrus maxima	floral bud	male	not applicable	stage 3	not applicable	HBP	fertile	3	run_3_fraction_3	proteomic profiling by mass spectrometry	iTRAQ reagent 119	NT=iTRAQ8plex:13C(6)15N(2) ;PP=Any N-term;TA=K;AC=UNIMOD:731;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	3	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_3_F3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_3_F3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
B4	Citrus maxima	floral bud	male	not applicable	stage 1	not applicable	HBP	fertile	4	run_3_fraction_3	proteomic profiling by mass spectrometry	iTRAQ reagent 121	NT=iTRAQ8plex:13C(6)15N(2) ;PP=Any N-term;TA=K;AC=UNIMOD:731;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	3	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_3_F3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_3_F3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
IS3_pool	Citrus maxima	floral bud	male	not applicable	not applicable	not applicable	not applicable	not applicable	3	run_3_fraction_4	proteomic profiling by mass spectrometry	iTRAQ reagent 113	NT=iTRAQ8plex;PP=Any N-term;TA=K;AC=UNIMOD:730;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	4	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_3_F4.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_3_F4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
C3	Citrus maxima	floral bud	male	not applicable	stage 2	not applicable	G1+HBP	sterile	3	run_3_fraction_4	proteomic profiling by mass spectrometry	iTRAQ reagent 114	NT=iTRAQ8plex;PP=Any N-term;TA=K;AC=UNIMOD:730;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	4	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_3_F4.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_3_F4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
C4	Citrus maxima	floral bud	male	not applicable	stage 2	not applicable	G1+HBP	sterile	4	run_3_fraction_4	proteomic profiling by mass spectrometry	iTRAQ reagent 115	NT=iTRAQ8plex:13C(6)15N(2) ;PP=Any N-term;TA=K;AC=UNIMOD:731;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	4	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_3_F4.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_3_F4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
E3	Citrus maxima	floral bud	male	not applicable	stage 3	not applicable	G1+HBP	sterile	3	run_3_fraction_4	proteomic profiling by mass spectrometry	iTRAQ reagent 116	NT=iTRAQ8plex;PP=Any N-term;TA=K;AC=UNIMOD:730;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	4	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_3_F4.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_3_F4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
D3	Citrus maxima	floral bud	male	not applicable	stage 2	not applicable	HBP	fertile	3	run_3_fraction_4	proteomic profiling by mass spectrometry	iTRAQ reagent 117	NT=iTRAQ8plex;PP=Any N-term;TA=K;AC=UNIMOD:730;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	4	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_3_F4.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_3_F4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
A4	Citrus maxima	floral bud	male	not applicable	stage 1	not applicable	G1+HBP	sterile	4	run_3_fraction_4	proteomic profiling by mass spectrometry	iTRAQ reagent 118	NT=iTRAQ8plex:13C(6)15N(2) ;PP=Any N-term;TA=K;AC=UNIMOD:731;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	4	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_3_F4.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_3_F4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
F3	Citrus maxima	floral bud	male	not applicable	stage 3	not applicable	HBP	fertile	3	run_3_fraction_4	proteomic profiling by mass spectrometry	iTRAQ reagent 119	NT=iTRAQ8plex:13C(6)15N(2) ;PP=Any N-term;TA=K;AC=UNIMOD:731;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	4	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_3_F4.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_3_F4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
B4	Citrus maxima	floral bud	male	not applicable	stage 1	not applicable	HBP	fertile	4	run_3_fraction_4	proteomic profiling by mass spectrometry	iTRAQ reagent 121	NT=iTRAQ8plex:13C(6)15N(2) ;PP=Any N-term;TA=K;AC=UNIMOD:731;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	4	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_3_F4.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_3_F4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
IS3_pool	Citrus maxima	floral bud	male	not applicable	not applicable	not applicable	not applicable	not applicable	3	run_3_fraction_5	proteomic profiling by mass spectrometry	iTRAQ reagent 113	NT=iTRAQ8plex;PP=Any N-term;TA=K;AC=UNIMOD:730;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	5	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_3_F5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_3_F5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
C3	Citrus maxima	floral bud	male	not applicable	stage 2	not applicable	G1+HBP	sterile	3	run_3_fraction_5	proteomic profiling by mass spectrometry	iTRAQ reagent 114	NT=iTRAQ8plex;PP=Any N-term;TA=K;AC=UNIMOD:730;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	5	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_3_F5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_3_F5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
C4	Citrus maxima	floral bud	male	not applicable	stage 2	not applicable	G1+HBP	sterile	4	run_3_fraction_5	proteomic profiling by mass spectrometry	iTRAQ reagent 115	NT=iTRAQ8plex:13C(6)15N(2) ;PP=Any N-term;TA=K;AC=UNIMOD:731;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	5	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_3_F5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_3_F5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
E3	Citrus maxima	floral bud	male	not applicable	stage 3	not applicable	G1+HBP	sterile	3	run_3_fraction_5	proteomic profiling by mass spectrometry	iTRAQ reagent 116	NT=iTRAQ8plex;PP=Any N-term;TA=K;AC=UNIMOD:730;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	5	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_3_F5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_3_F5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
D3	Citrus maxima	floral bud	male	not applicable	stage 2	not applicable	HBP	fertile	3	run_3_fraction_5	proteomic profiling by mass spectrometry	iTRAQ reagent 117	NT=iTRAQ8plex;PP=Any N-term;TA=K;AC=UNIMOD:730;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	5	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_3_F5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_3_F5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
A4	Citrus maxima	floral bud	male	not applicable	stage 1	not applicable	G1+HBP	sterile	4	run_3_fraction_5	proteomic profiling by mass spectrometry	iTRAQ reagent 118	NT=iTRAQ8plex:13C(6)15N(2) ;PP=Any N-term;TA=K;AC=UNIMOD:731;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	5	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_3_F5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_3_F5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
F3	Citrus maxima	floral bud	male	not applicable	stage 3	not applicable	HBP	fertile	3	run_3_fraction_5	proteomic profiling by mass spectrometry	iTRAQ reagent 119	NT=iTRAQ8plex:13C(6)15N(2) ;PP=Any N-term;TA=K;AC=UNIMOD:731;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	5	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_3_F5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_3_F5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
B4	Citrus maxima	floral bud	male	not applicable	stage 1	not applicable	HBP	fertile	4	run_3_fraction_5	proteomic profiling by mass spectrometry	iTRAQ reagent 121	NT=iTRAQ8plex:13C(6)15N(2) ;PP=Any N-term;TA=K;AC=UNIMOD:731;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	5	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_3_F5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_3_F5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
IS3_pool	Citrus maxima	floral bud	male	not applicable	not applicable	not applicable	not applicable	not applicable	3	run_3_fraction_6	proteomic profiling by mass spectrometry	iTRAQ reagent 113	NT=iTRAQ8plex;PP=Any N-term;TA=K;AC=UNIMOD:730;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	6	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_3_F6.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_3_F6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
C3	Citrus maxima	floral bud	male	not applicable	stage 2	not applicable	G1+HBP	sterile	3	run_3_fraction_6	proteomic profiling by mass spectrometry	iTRAQ reagent 114	NT=iTRAQ8plex;PP=Any N-term;TA=K;AC=UNIMOD:730;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	6	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_3_F6.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_3_F6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
C4	Citrus maxima	floral bud	male	not applicable	stage 2	not applicable	G1+HBP	sterile	4	run_3_fraction_6	proteomic profiling by mass spectrometry	iTRAQ reagent 115	NT=iTRAQ8plex:13C(6)15N(2) ;PP=Any N-term;TA=K;AC=UNIMOD:731;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	6	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_3_F6.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_3_F6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
E3	Citrus maxima	floral bud	male	not applicable	stage 3	not applicable	G1+HBP	sterile	3	run_3_fraction_6	proteomic profiling by mass spectrometry	iTRAQ reagent 116	NT=iTRAQ8plex;PP=Any N-term;TA=K;AC=UNIMOD:730;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	6	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_3_F6.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_3_F6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
D3	Citrus maxima	floral bud	male	not applicable	stage 2	not applicable	HBP	fertile	3	run_3_fraction_6	proteomic profiling by mass spectrometry	iTRAQ reagent 117	NT=iTRAQ8plex;PP=Any N-term;TA=K;AC=UNIMOD:730;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	6	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_3_F6.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_3_F6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
A4	Citrus maxima	floral bud	male	not applicable	stage 1	not applicable	G1+HBP	sterile	4	run_3_fraction_6	proteomic profiling by mass spectrometry	iTRAQ reagent 118	NT=iTRAQ8plex:13C(6)15N(2) ;PP=Any N-term;TA=K;AC=UNIMOD:731;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	6	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_3_F6.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_3_F6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
F3	Citrus maxima	floral bud	male	not applicable	stage 3	not applicable	HBP	fertile	3	run_3_fraction_6	proteomic profiling by mass spectrometry	iTRAQ reagent 119	NT=iTRAQ8plex:13C(6)15N(2) ;PP=Any N-term;TA=K;AC=UNIMOD:731;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	6	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_3_F6.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_3_F6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
B4	Citrus maxima	floral bud	male	not applicable	stage 1	not applicable	HBP	fertile	4	run_3_fraction_6	proteomic profiling by mass spectrometry	iTRAQ reagent 121	NT=iTRAQ8plex:13C(6)15N(2) ;PP=Any N-term;TA=K;AC=UNIMOD:731;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	6	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_3_F6.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_3_F6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
IS3_pool	Citrus maxima	floral bud	male	not applicable	not applicable	not applicable	not applicable	not applicable	3	run_3_fraction_7	proteomic profiling by mass spectrometry	iTRAQ reagent 113	NT=iTRAQ8plex;PP=Any N-term;TA=K;AC=UNIMOD:730;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	7	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_3_F7.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_3_F7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
C3	Citrus maxima	floral bud	male	not applicable	stage 2	not applicable	G1+HBP	sterile	3	run_3_fraction_7	proteomic profiling by mass spectrometry	iTRAQ reagent 114	NT=iTRAQ8plex;PP=Any N-term;TA=K;AC=UNIMOD:730;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	7	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_3_F7.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_3_F7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
C4	Citrus maxima	floral bud	male	not applicable	stage 2	not applicable	G1+HBP	sterile	4	run_3_fraction_7	proteomic profiling by mass spectrometry	iTRAQ reagent 115	NT=iTRAQ8plex:13C(6)15N(2) ;PP=Any N-term;TA=K;AC=UNIMOD:731;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	7	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_3_F7.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_3_F7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
E3	Citrus maxima	floral bud	male	not applicable	stage 3	not applicable	G1+HBP	sterile	3	run_3_fraction_7	proteomic profiling by mass spectrometry	iTRAQ reagent 116	NT=iTRAQ8plex;PP=Any N-term;TA=K;AC=UNIMOD:730;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	7	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_3_F7.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_3_F7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
D3	Citrus maxima	floral bud	male	not applicable	stage 2	not applicable	HBP	fertile	3	run_3_fraction_7	proteomic profiling by mass spectrometry	iTRAQ reagent 117	NT=iTRAQ8plex;PP=Any N-term;TA=K;AC=UNIMOD:730;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	7	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_3_F7.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_3_F7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
