source name	characteristics[organism]	characteristics[organism part]	characteristics[compound]	characteristics[duration]	characteristics[age]	characteristics[cell type]	characteristics[enrichment process]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[fractionation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	factor value[organism part]
Sample 16	Arabidopsis thaliana	seed	none	not applicable	not available	plant cell	no enrichment	1	normal	run 384	proteomic profiling by mass spectrometry	01896_H03_P019762_S00_I00_N24_r1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01896_H03_P019762_S00_I00_N24_r1.raw	1	24	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 17	Arabidopsis thaliana	stem	none	not applicable	5W	plant cell	no enrichment	1	normal	run 385	proteomic profiling by mass spectrometry	01896_A05_P019763_S00_I00_N01_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01896_A05_P019763_S00_I00_N01_R1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	stem
Sample 17	Arabidopsis thaliana	stem	none	not applicable	5W	plant cell	no enrichment	1	normal	run 386	proteomic profiling by mass spectrometry	01896_B05_P019763_S00_I00_N02_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01896_B05_P019763_S00_I00_N02_R1.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	stem
Sample 17	Arabidopsis thaliana	stem	none	not applicable	5W	plant cell	no enrichment	1	normal	run 387	proteomic profiling by mass spectrometry	01896_C05_P019763_S00_I00_N03_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01896_C05_P019763_S00_I00_N03_R1.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	stem
Sample 17	Arabidopsis thaliana	stem	none	not applicable	5W	plant cell	no enrichment	1	normal	run 388	proteomic profiling by mass spectrometry	01896_D05_P019763_S00_I00_N04_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01896_D05_P019763_S00_I00_N04_R1.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	stem
Sample 17	Arabidopsis thaliana	stem	none	not applicable	5W	plant cell	no enrichment	1	normal	run 389	proteomic profiling by mass spectrometry	01896_E05_P019763_S00_I00_N05_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01896_E05_P019763_S00_I00_N05_R1.raw	1	5	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	stem
Sample 17	Arabidopsis thaliana	stem	none	not applicable	5W	plant cell	no enrichment	1	normal	run 390	proteomic profiling by mass spectrometry	01896_F05_P019763_S00_I00_N06_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01896_F05_P019763_S00_I00_N06_R1.raw	1	6	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	stem
Sample 17	Arabidopsis thaliana	stem	none	not applicable	5W	plant cell	no enrichment	1	normal	run 391	proteomic profiling by mass spectrometry	01896_G05_P019763_S00_I00_N07_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01896_G05_P019763_S00_I00_N07_R1.raw	1	7	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	stem
Sample 17	Arabidopsis thaliana	stem	none	not applicable	5W	plant cell	no enrichment	1	normal	run 392	proteomic profiling by mass spectrometry	01896_H05_P019763_S00_I00_N08_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01896_H05_P019763_S00_I00_N08_R1.raw	1	8	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	stem
Sample 17	Arabidopsis thaliana	stem	none	not applicable	5W	plant cell	no enrichment	1	normal	run 393	proteomic profiling by mass spectrometry	01896_A06_P019763_S00_I00_N09_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01896_A06_P019763_S00_I00_N09_R1.raw	1	9	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	stem
Sample 17	Arabidopsis thaliana	stem	none	not applicable	5W	plant cell	no enrichment	1	normal	run 394	proteomic profiling by mass spectrometry	01896_B06_P019763_S00_I00_N10_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01896_B06_P019763_S00_I00_N10_R1.raw	1	10	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	stem
Sample 17	Arabidopsis thaliana	stem	none	not applicable	5W	plant cell	no enrichment	1	normal	run 395	proteomic profiling by mass spectrometry	01896_C06_P019763_S00_I00_N11_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01896_C06_P019763_S00_I00_N11_R1.raw	1	11	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	stem
Sample 17	Arabidopsis thaliana	stem	none	not applicable	5W	plant cell	no enrichment	1	normal	run 396	proteomic profiling by mass spectrometry	01896_D06_P019763_S00_I00_N12_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01896_D06_P019763_S00_I00_N12_R1.raw	1	12	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	stem
Sample 17	Arabidopsis thaliana	stem	none	not applicable	5W	plant cell	no enrichment	1	normal	run 397	proteomic profiling by mass spectrometry	01896_E06_P019763_S00_I00_N13_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01896_E06_P019763_S00_I00_N13_R1.raw	1	13	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	stem
Sample 17	Arabidopsis thaliana	stem	none	not applicable	5W	plant cell	no enrichment	1	normal	run 398	proteomic profiling by mass spectrometry	01896_F06_P019763_S00_I00_N14_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01896_F06_P019763_S00_I00_N14_R1.raw	1	14	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	stem
Sample 17	Arabidopsis thaliana	stem	none	not applicable	5W	plant cell	no enrichment	1	normal	run 399	proteomic profiling by mass spectrometry	01896_G06_P019763_S00_I00_N15_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01896_G06_P019763_S00_I00_N15_R1.raw	1	15	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	stem
Sample 17	Arabidopsis thaliana	stem	none	not applicable	5W	plant cell	no enrichment	1	normal	run 400	proteomic profiling by mass spectrometry	01896_H06_P019763_S00_I00_N16_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01896_H06_P019763_S00_I00_N16_R1.raw	1	16	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	stem
Sample 17	Arabidopsis thaliana	stem	none	not applicable	5W	plant cell	no enrichment	1	normal	run 401	proteomic profiling by mass spectrometry	01896_A07_P019763_S00_I00_N17_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01896_A07_P019763_S00_I00_N17_R1.raw	1	17	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	stem
Sample 17	Arabidopsis thaliana	stem	none	not applicable	5W	plant cell	no enrichment	1	normal	run 402	proteomic profiling by mass spectrometry	01896_B07_P019763_S00_I00_N18_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01896_B07_P019763_S00_I00_N18_R1.raw	1	18	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	stem
Sample 17	Arabidopsis thaliana	stem	none	not applicable	5W	plant cell	no enrichment	1	normal	run 403	proteomic profiling by mass spectrometry	01896_C07_P019763_S00_I00_N19_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01896_C07_P019763_S00_I00_N19_R1.raw	1	19	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	stem
Sample 17	Arabidopsis thaliana	stem	none	not applicable	5W	plant cell	no enrichment	1	normal	run 404	proteomic profiling by mass spectrometry	01896_D07_P019763_S00_I00_N20_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01896_D07_P019763_S00_I00_N20_R1.raw	1	20	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	stem
Sample 17	Arabidopsis thaliana	stem	none	not applicable	5W	plant cell	no enrichment	1	normal	run 405	proteomic profiling by mass spectrometry	01896_E07_P019763_S00_I00_N21_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01896_E07_P019763_S00_I00_N21_R1.raw	1	21	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	stem
Sample 17	Arabidopsis thaliana	stem	none	not applicable	5W	plant cell	no enrichment	1	normal	run 406	proteomic profiling by mass spectrometry	01896_F07_P019763_S00_I00_N22_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01896_F07_P019763_S00_I00_N22_R1.raw	1	22	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	stem
Sample 17	Arabidopsis thaliana	stem	none	not applicable	5W	plant cell	no enrichment	1	normal	run 407	proteomic profiling by mass spectrometry	01896_G07_P019763_S00_I00_N23_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01896_G07_P019763_S00_I00_N23_R1.raw	1	23	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	stem
Sample 17	Arabidopsis thaliana	stem	none	not applicable	5W	plant cell	no enrichment	1	normal	run 408	proteomic profiling by mass spectrometry	01896_H07_P019763_S00_I00_N24_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01896_H07_P019763_S00_I00_N24_R1.raw	1	24	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	stem
Sample 18	Arabidopsis thaliana	flower	none	not applicable	5W	plant cell	no enrichment	1	normal	run 409	proteomic profiling by mass spectrometry	01896_A09_P019764_S00_I00_N01_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01896_A09_P019764_S00_I00_N01_R1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	flower
Sample 18	Arabidopsis thaliana	flower	none	not applicable	5W	plant cell	no enrichment	1	normal	run 410	proteomic profiling by mass spectrometry	01896_B09_P019764_S00_I00_N02_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01896_B09_P019764_S00_I00_N02_R1.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	flower
Sample 18	Arabidopsis thaliana	flower	none	not applicable	5W	plant cell	no enrichment	1	normal	run 411	proteomic profiling by mass spectrometry	01896_C09_P019764_S00_I00_N03_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01896_C09_P019764_S00_I00_N03_R1.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	flower
Sample 18	Arabidopsis thaliana	flower	none	not applicable	5W	plant cell	no enrichment	1	normal	run 412	proteomic profiling by mass spectrometry	01896_D09_P019764_S00_I00_N04_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01896_D09_P019764_S00_I00_N04_R1.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	flower
Sample 18	Arabidopsis thaliana	flower	none	not applicable	5W	plant cell	no enrichment	1	normal	run 413	proteomic profiling by mass spectrometry	01896_E09_P019764_S00_I00_N05_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01896_E09_P019764_S00_I00_N05_R1.raw	1	5	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	flower
Sample 18	Arabidopsis thaliana	flower	none	not applicable	5W	plant cell	no enrichment	1	normal	run 414	proteomic profiling by mass spectrometry	01896_F09_P019764_S00_I00_N06_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01896_F09_P019764_S00_I00_N06_R1.raw	1	6	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	flower
Sample 18	Arabidopsis thaliana	flower	none	not applicable	5W	plant cell	no enrichment	1	normal	run 415	proteomic profiling by mass spectrometry	01896_G09_P019764_S00_I00_N07_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01896_G09_P019764_S00_I00_N07_R1.raw	1	7	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	flower
Sample 18	Arabidopsis thaliana	flower	none	not applicable	5W	plant cell	no enrichment	1	normal	run 416	proteomic profiling by mass spectrometry	01896_H09_P019764_S00_I00_N08_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01896_H09_P019764_S00_I00_N08_R1.raw	1	8	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	flower
Sample 18	Arabidopsis thaliana	flower	none	not applicable	5W	plant cell	no enrichment	1	normal	run 417	proteomic profiling by mass spectrometry	01896_A10_P019764_S00_I00_N09_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01896_A10_P019764_S00_I00_N09_R1.raw	1	9	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	flower
Sample 18	Arabidopsis thaliana	flower	none	not applicable	5W	plant cell	no enrichment	1	normal	run 418	proteomic profiling by mass spectrometry	01896_B10_P019764_S00_I00_N10_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01896_B10_P019764_S00_I00_N10_R1.raw	1	10	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	flower
Sample 18	Arabidopsis thaliana	flower	none	not applicable	5W	plant cell	no enrichment	1	normal	run 419	proteomic profiling by mass spectrometry	01896_C10_P019764_S00_I00_N11_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01896_C10_P019764_S00_I00_N11_R1.raw	1	11	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	flower
Sample 18	Arabidopsis thaliana	flower	none	not applicable	5W	plant cell	no enrichment	1	normal	run 420	proteomic profiling by mass spectrometry	01896_D10_P019764_S00_I00_N12_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01896_D10_P019764_S00_I00_N12_R1.raw	1	12	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	flower
