source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cell line]	characteristics[developmental stage]	characteristics[disease]	characteristics[ancestry category]	characteristics[sex]	characteristics[age]	characteristics[treatment]	characteristics[compound]	characteristics[time]	characteristics[biological replicate]	material type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[treatment]	factor value[compound]	factor value[time]
Sample 20	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	Heat shock	non-ionic detergent NP-40	0 h	3	cell	run 17	proteomic profiling by mass spectrometry	Lumos_S0681_TM_HS-2DTPP_exp1_B_F5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/Lumos_S0681_TM_HS-2DTPP_exp1_B_F5.raw	1	5	TMT131	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	38% NCE	10 ppm	0.02 Da	Heat shock	non-ionic detergent NP-40	0 h
Sample 11	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	control	non-ionic detergent NP-40	0 h	2	cell	run 18	proteomic profiling by mass spectrometry	Lumos_S0681_TM_HS-2DTPP_exp1_B_F6.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/Lumos_S0681_TM_HS-2DTPP_exp1_B_F6.raw	1	6	TMT126	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	38% NCE	10 ppm	0.02 Da	control	non-ionic detergent NP-40	0 h
Sample 12	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	control	non-ionic detergent NP-40	0 h	2	cell	run 18	proteomic profiling by mass spectrometry	Lumos_S0681_TM_HS-2DTPP_exp1_B_F6.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/Lumos_S0681_TM_HS-2DTPP_exp1_B_F6.raw	1	6	TMT127N	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	38% NCE	10 ppm	0.02 Da	control	non-ionic detergent NP-40	0 h
Sample 13	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	Heat shock	non-ionic detergent NP-40	0 h	1	cell	run 18	proteomic profiling by mass spectrometry	Lumos_S0681_TM_HS-2DTPP_exp1_B_F6.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/Lumos_S0681_TM_HS-2DTPP_exp1_B_F6.raw	1	6	TMT127C	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	38% NCE	10 ppm	0.02 Da	Heat shock	non-ionic detergent NP-40	0 h
Sample 14	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	Heat shock	non-ionic detergent NP-40	0 h	2	cell	run 18	proteomic profiling by mass spectrometry	Lumos_S0681_TM_HS-2DTPP_exp1_B_F6.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/Lumos_S0681_TM_HS-2DTPP_exp1_B_F6.raw	1	6	TMT128N	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	38% NCE	10 ppm	0.02 Da	Heat shock	non-ionic detergent NP-40	0 h
Sample 15	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	Heat shock	non-ionic detergent NP-40	0 h	3	cell	run 18	proteomic profiling by mass spectrometry	Lumos_S0681_TM_HS-2DTPP_exp1_B_F6.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/Lumos_S0681_TM_HS-2DTPP_exp1_B_F6.raw	1	6	TMT128C	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	38% NCE	10 ppm	0.02 Da	Heat shock	non-ionic detergent NP-40	0 h
Sample 16	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	control	non-ionic detergent NP-40	0 h	1	cell	run 18	proteomic profiling by mass spectrometry	Lumos_S0681_TM_HS-2DTPP_exp1_B_F6.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/Lumos_S0681_TM_HS-2DTPP_exp1_B_F6.raw	1	6	TMT129N	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	38% NCE	10 ppm	0.02 Da	control	non-ionic detergent NP-40	0 h
Sample 17	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	control	non-ionic detergent NP-40	0 h	2	cell	run 18	proteomic profiling by mass spectrometry	Lumos_S0681_TM_HS-2DTPP_exp1_B_F6.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/Lumos_S0681_TM_HS-2DTPP_exp1_B_F6.raw	1	6	TMT129C	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	38% NCE	10 ppm	0.02 Da	control	non-ionic detergent NP-40	0 h
Sample 18	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	Heat shock	non-ionic detergent NP-40	0 h	1	cell	run 18	proteomic profiling by mass spectrometry	Lumos_S0681_TM_HS-2DTPP_exp1_B_F6.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/Lumos_S0681_TM_HS-2DTPP_exp1_B_F6.raw	1	6	TMT130N	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	38% NCE	10 ppm	0.02 Da	Heat shock	non-ionic detergent NP-40	0 h
Sample 19	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	Heat shock	non-ionic detergent NP-40	0 h	2	cell	run 18	proteomic profiling by mass spectrometry	Lumos_S0681_TM_HS-2DTPP_exp1_B_F6.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/Lumos_S0681_TM_HS-2DTPP_exp1_B_F6.raw	1	6	TMT130C	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	38% NCE	10 ppm	0.02 Da	Heat shock	non-ionic detergent NP-40	0 h
Sample 20	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	Heat shock	non-ionic detergent NP-40	0 h	3	cell	run 18	proteomic profiling by mass spectrometry	Lumos_S0681_TM_HS-2DTPP_exp1_B_F6.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/Lumos_S0681_TM_HS-2DTPP_exp1_B_F6.raw	1	6	TMT131	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	38% NCE	10 ppm	0.02 Da	Heat shock	non-ionic detergent NP-40	0 h
Sample 11	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	control	non-ionic detergent NP-40	0 h	2	cell	run 19	proteomic profiling by mass spectrometry	Lumos_S0681_TM_HS-2DTPP_exp1_B_F7.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/Lumos_S0681_TM_HS-2DTPP_exp1_B_F7.raw	1	7	TMT126	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	38% NCE	10 ppm	0.02 Da	control	non-ionic detergent NP-40	0 h
Sample 12	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	control	non-ionic detergent NP-40	0 h	2	cell	run 19	proteomic profiling by mass spectrometry	Lumos_S0681_TM_HS-2DTPP_exp1_B_F7.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/Lumos_S0681_TM_HS-2DTPP_exp1_B_F7.raw	1	7	TMT127N	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	38% NCE	10 ppm	0.02 Da	control	non-ionic detergent NP-40	0 h
Sample 13	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	Heat shock	non-ionic detergent NP-40	0 h	1	cell	run 19	proteomic profiling by mass spectrometry	Lumos_S0681_TM_HS-2DTPP_exp1_B_F7.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/Lumos_S0681_TM_HS-2DTPP_exp1_B_F7.raw	1	7	TMT127C	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	38% NCE	10 ppm	0.02 Da	Heat shock	non-ionic detergent NP-40	0 h
Sample 14	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	Heat shock	non-ionic detergent NP-40	0 h	2	cell	run 19	proteomic profiling by mass spectrometry	Lumos_S0681_TM_HS-2DTPP_exp1_B_F7.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/Lumos_S0681_TM_HS-2DTPP_exp1_B_F7.raw	1	7	TMT128N	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	38% NCE	10 ppm	0.02 Da	Heat shock	non-ionic detergent NP-40	0 h
Sample 15	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	Heat shock	non-ionic detergent NP-40	0 h	3	cell	run 19	proteomic profiling by mass spectrometry	Lumos_S0681_TM_HS-2DTPP_exp1_B_F7.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/Lumos_S0681_TM_HS-2DTPP_exp1_B_F7.raw	1	7	TMT128C	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	38% NCE	10 ppm	0.02 Da	Heat shock	non-ionic detergent NP-40	0 h
Sample 16	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	control	non-ionic detergent NP-40	0 h	1	cell	run 19	proteomic profiling by mass spectrometry	Lumos_S0681_TM_HS-2DTPP_exp1_B_F7.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/Lumos_S0681_TM_HS-2DTPP_exp1_B_F7.raw	1	7	TMT129N	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	38% NCE	10 ppm	0.02 Da	control	non-ionic detergent NP-40	0 h
Sample 17	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	control	non-ionic detergent NP-40	0 h	2	cell	run 19	proteomic profiling by mass spectrometry	Lumos_S0681_TM_HS-2DTPP_exp1_B_F7.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/Lumos_S0681_TM_HS-2DTPP_exp1_B_F7.raw	1	7	TMT129C	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	38% NCE	10 ppm	0.02 Da	control	non-ionic detergent NP-40	0 h
Sample 18	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	Heat shock	non-ionic detergent NP-40	0 h	1	cell	run 19	proteomic profiling by mass spectrometry	Lumos_S0681_TM_HS-2DTPP_exp1_B_F7.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/Lumos_S0681_TM_HS-2DTPP_exp1_B_F7.raw	1	7	TMT130N	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	38% NCE	10 ppm	0.02 Da	Heat shock	non-ionic detergent NP-40	0 h
Sample 19	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	Heat shock	non-ionic detergent NP-40	0 h	2	cell	run 19	proteomic profiling by mass spectrometry	Lumos_S0681_TM_HS-2DTPP_exp1_B_F7.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/Lumos_S0681_TM_HS-2DTPP_exp1_B_F7.raw	1	7	TMT130C	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	38% NCE	10 ppm	0.02 Da	Heat shock	non-ionic detergent NP-40	0 h
Sample 20	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	Heat shock	non-ionic detergent NP-40	0 h	3	cell	run 19	proteomic profiling by mass spectrometry	Lumos_S0681_TM_HS-2DTPP_exp1_B_F7.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/Lumos_S0681_TM_HS-2DTPP_exp1_B_F7.raw	1	7	TMT131	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	38% NCE	10 ppm	0.02 Da	Heat shock	non-ionic detergent NP-40	0 h
Sample 11	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	control	non-ionic detergent NP-40	0 h	2	cell	run 20	proteomic profiling by mass spectrometry	Lumos_S0681_TM_HS-2DTPP_exp1_B_F8.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/Lumos_S0681_TM_HS-2DTPP_exp1_B_F8.raw	1	8	TMT126	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	38% NCE	10 ppm	0.02 Da	control	non-ionic detergent NP-40	0 h
Sample 12	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	control	non-ionic detergent NP-40	0 h	2	cell	run 20	proteomic profiling by mass spectrometry	Lumos_S0681_TM_HS-2DTPP_exp1_B_F8.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/Lumos_S0681_TM_HS-2DTPP_exp1_B_F8.raw	1	8	TMT127N	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	38% NCE	10 ppm	0.02 Da	control	non-ionic detergent NP-40	0 h
Sample 13	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	Heat shock	non-ionic detergent NP-40	0 h	1	cell	run 20	proteomic profiling by mass spectrometry	Lumos_S0681_TM_HS-2DTPP_exp1_B_F8.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/Lumos_S0681_TM_HS-2DTPP_exp1_B_F8.raw	1	8	TMT127C	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	38% NCE	10 ppm	0.02 Da	Heat shock	non-ionic detergent NP-40	0 h
Sample 14	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	Heat shock	non-ionic detergent NP-40	0 h	2	cell	run 20	proteomic profiling by mass spectrometry	Lumos_S0681_TM_HS-2DTPP_exp1_B_F8.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/Lumos_S0681_TM_HS-2DTPP_exp1_B_F8.raw	1	8	TMT128N	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	38% NCE	10 ppm	0.02 Da	Heat shock	non-ionic detergent NP-40	0 h
Sample 15	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	Heat shock	non-ionic detergent NP-40	0 h	3	cell	run 20	proteomic profiling by mass spectrometry	Lumos_S0681_TM_HS-2DTPP_exp1_B_F8.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/Lumos_S0681_TM_HS-2DTPP_exp1_B_F8.raw	1	8	TMT128C	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	38% NCE	10 ppm	0.02 Da	Heat shock	non-ionic detergent NP-40	0 h
Sample 16	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	control	non-ionic detergent NP-40	0 h	1	cell	run 20	proteomic profiling by mass spectrometry	Lumos_S0681_TM_HS-2DTPP_exp1_B_F8.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/Lumos_S0681_TM_HS-2DTPP_exp1_B_F8.raw	1	8	TMT129N	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	38% NCE	10 ppm	0.02 Da	control	non-ionic detergent NP-40	0 h
Sample 17	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	control	non-ionic detergent NP-40	0 h	2	cell	run 20	proteomic profiling by mass spectrometry	Lumos_S0681_TM_HS-2DTPP_exp1_B_F8.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/Lumos_S0681_TM_HS-2DTPP_exp1_B_F8.raw	1	8	TMT129C	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	38% NCE	10 ppm	0.02 Da	control	non-ionic detergent NP-40	0 h
