source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[ancestry category]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[cell line]	characteristics[cell type]	characteristics[depletion]	characteristics[biological replicate]	material type	assay name	technology type	comment[label]	comment[file uri]	comment[fractionation method]	comment[technical replicate]	comment[fraction identifier]	comment[ms2 mass analyzer]	comment[instrument]	comment[separation]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[data file]	factor value[cell line]
Sample 25	Homo sapiens	not available	Osteosarcoma	not available	15Y	not available	Female	U2OS	epithelial	no depletion	3	cell	run 146	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101210_Velos1_AnWe_SA_U2OS_2.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	2	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20101210_Velos1_AnWe_SA_U2OS_2.raw	U2OS
Sample 25	Homo sapiens	not available	Osteosarcoma	not available	15Y	not available	Female	U2OS	epithelial	no depletion	3	cell	run 147	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101210_Velos1_AnWe_SA_U2OS_3.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	3	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20101210_Velos1_AnWe_SA_U2OS_3.raw	U2OS
Sample 25	Homo sapiens	not available	Osteosarcoma	not available	15Y	not available	Female	U2OS	epithelial	no depletion	3	cell	run 148	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101210_Velos1_AnWe_SA_U2OS_4.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	4	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20101210_Velos1_AnWe_SA_U2OS_4.raw	U2OS
Sample 25	Homo sapiens	not available	Osteosarcoma	not available	15Y	not available	Female	U2OS	epithelial	no depletion	3	cell	run 149	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101210_Velos1_AnWe_SA_U2OS_5.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	5	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20101210_Velos1_AnWe_SA_U2OS_5.raw	U2OS
Sample 25	Homo sapiens	not available	Osteosarcoma	not available	15Y	not available	Female	U2OS	epithelial	no depletion	3	cell	run 150	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101210_Velos1_AnWe_SA_U2OS_6.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	6	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20101210_Velos1_AnWe_SA_U2OS_6.raw	U2OS
Sample 26	Homo sapiens	not available	Lung adenocarcinoma	not available	58Y	not available	Male	A549	epithelial	no depletion	3	cell	run 151	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101215_Velos1_TaGe_SA_A549_01.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	1	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20101215_Velos1_TaGe_SA_A549_01.raw	A549
Sample 26	Homo sapiens	not available	Lung adenocarcinoma	not available	58Y	not available	Male	A549	epithelial	no depletion	3	cell	run 152	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101215_Velos1_TaGe_SA_A549_02.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	2	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20101215_Velos1_TaGe_SA_A549_02.raw	A549
Sample 26	Homo sapiens	not available	Lung adenocarcinoma	not available	58Y	not available	Male	A549	epithelial	no depletion	3	cell	run 153	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101215_Velos1_TaGe_SA_A549_03.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	3	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20101215_Velos1_TaGe_SA_A549_03.raw	A549
Sample 26	Homo sapiens	not available	Lung adenocarcinoma	not available	58Y	not available	Male	A549	epithelial	no depletion	3	cell	run 154	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101215_Velos1_TaGe_SA_A549_04.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	4	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20101215_Velos1_TaGe_SA_A549_04.raw	A549
Sample 26	Homo sapiens	not available	Lung adenocarcinoma	not available	58Y	not available	Male	A549	epithelial	no depletion	3	cell	run 155	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101215_Velos1_TaGe_SA_A549_05.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	5	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20101215_Velos1_TaGe_SA_A549_05.raw	A549
Sample 26	Homo sapiens	not available	Lung adenocarcinoma	not available	58Y	not available	Male	A549	epithelial	no depletion	3	cell	run 156	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101215_Velos1_TaGe_SA_A549_06.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	6	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20101215_Velos1_TaGe_SA_A549_06.raw	A549
Sample 27	Homo sapiens	not available	Chronic myelogenous leukemia, BCR-ABL1 positive	not available	53Y	not available	Female	K562	lymphoblast	no depletion	3	cell	run 157	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101222_Velos1_TaGe_SA_K562_01.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	1	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20101222_Velos1_TaGe_SA_K562_01.raw	K562
Sample 27	Homo sapiens	not available	Chronic myelogenous leukemia, BCR-ABL1 positive	not available	53Y	not available	Female	K562	lymphoblast	no depletion	3	cell	run 158	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101222_Velos1_TaGe_SA_K562_02.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	2	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20101222_Velos1_TaGe_SA_K562_02.raw	K562
Sample 27	Homo sapiens	not available	Chronic myelogenous leukemia, BCR-ABL1 positive	not available	53Y	not available	Female	K562	lymphoblast	no depletion	3	cell	run 159	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101222_Velos1_TaGe_SA_K562_03.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	3	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20101222_Velos1_TaGe_SA_K562_03.raw	K562
Sample 27	Homo sapiens	not available	Chronic myelogenous leukemia, BCR-ABL1 positive	not available	53Y	not available	Female	K562	lymphoblast	no depletion	3	cell	run 160	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101222_Velos1_TaGe_SA_K562_04.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	4	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20101222_Velos1_TaGe_SA_K562_04.raw	K562
Sample 27	Homo sapiens	not available	Chronic myelogenous leukemia, BCR-ABL1 positive	not available	53Y	not available	Female	K562	lymphoblast	no depletion	3	cell	run 161	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101222_Velos1_TaGe_SA_K562_05.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	5	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20101222_Velos1_TaGe_SA_K562_05.raw	K562
Sample 27	Homo sapiens	not available	Chronic myelogenous leukemia, BCR-ABL1 positive	not available	53Y	not available	Female	K562	lymphoblast	no depletion	3	cell	run 162	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101222_Velos1_TaGe_SA_K562_06.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	6	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20101222_Velos1_TaGe_SA_K562_06.raw	K562
Sample 28	Homo sapiens	not available	Colon carcinoma	not available	not available	not available	not available	RKO	epithelial	no depletion	3	cell	run 163	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101223_Velos1_TaGe_SA_RKO_01.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	1	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20101223_Velos1_TaGe_SA_RKO_01.raw	RKO
Sample 28	Homo sapiens	not available	Colon carcinoma	not available	not available	not available	not available	RKO	epithelial	no depletion	3	cell	run 164	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101223_Velos1_TaGe_SA_RKO_02.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	2	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20101223_Velos1_TaGe_SA_RKO_02.raw	RKO
Sample 28	Homo sapiens	not available	Colon carcinoma	not available	not available	not available	not available	RKO	epithelial	no depletion	3	cell	run 165	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101223_Velos1_TaGe_SA_RKO_03.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	3	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20101223_Velos1_TaGe_SA_RKO_03.raw	RKO
Sample 28	Homo sapiens	not available	Colon carcinoma	not available	not available	not available	not available	RKO	epithelial	no depletion	3	cell	run 166	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101223_Velos1_TaGe_SA_RKO_04.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	4	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20101223_Velos1_TaGe_SA_RKO_04.raw	RKO
Sample 28	Homo sapiens	not available	Colon carcinoma	not available	not available	not available	not available	RKO	epithelial	no depletion	3	cell	run 167	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101223_Velos1_TaGe_SA_RKO_05.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	5	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20101223_Velos1_TaGe_SA_RKO_05.raw	RKO
Sample 28	Homo sapiens	not available	Colon carcinoma	not available	not available	not available	not available	RKO	epithelial	no depletion	3	cell	run 168	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101223_Velos1_TaGe_SA_RKO_06.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	6	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20101223_Velos1_TaGe_SA_RKO_06.raw	RKO
Sample 29	Homo sapiens	not available	Human papillomavirus-related endocervical adenocarcinoma	not available	30Y6M	not available	Female	HELA	epithelial	no depletion	3	cell	run 169	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101224_Velos1_TaGe_SA_HeLa_01.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	1	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20101224_Velos1_TaGe_SA_HeLa_01.raw	HELA
Sample 29	Homo sapiens	not available	Human papillomavirus-related endocervical adenocarcinoma	not available	30Y6M	not available	Female	HELA	epithelial	no depletion	3	cell	run 170	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101224_Velos1_TaGe_SA_HeLa_02.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	2	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20101224_Velos1_TaGe_SA_HeLa_02.raw	HELA
Sample 29	Homo sapiens	not available	Human papillomavirus-related endocervical adenocarcinoma	not available	30Y6M	not available	Female	HELA	epithelial	no depletion	3	cell	run 171	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101224_Velos1_TaGe_SA_HeLa_03.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	3	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20101224_Velos1_TaGe_SA_HeLa_03.raw	HELA
Sample 29	Homo sapiens	not available	Human papillomavirus-related endocervical adenocarcinoma	not available	30Y6M	not available	Female	HELA	epithelial	no depletion	3	cell	run 172	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101224_Velos1_TaGe_SA_HeLa_04.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	4	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20101224_Velos1_TaGe_SA_HeLa_04.raw	HELA
Sample 29	Homo sapiens	not available	Human papillomavirus-related endocervical adenocarcinoma	not available	30Y6M	not available	Female	HELA	epithelial	no depletion	3	cell	run 173	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101224_Velos1_TaGe_SA_HeLa_05.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	5	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20101224_Velos1_TaGe_SA_HeLa_05.raw	HELA
Sample 29	Homo sapiens	not available	Human papillomavirus-related endocervical adenocarcinoma	not available	30Y6M	not available	Female	HELA	epithelial	no depletion	3	cell	run 174	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101224_Velos1_TaGe_SA_HeLa_06.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	6	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20101224_Velos1_TaGe_SA_HeLa_06.raw	HELA
