#file_format=SDRF
#version=v1.1.0
#template=ms-proteomics,version=v1.1.0
source name	characteristics[organism]	characteristics[organism part]	characteristics[strain/breed]	characteristics[growth condition]	characteristics[disease]	characteristics[cell type]	characteristics[treatment]	characteristics[biological replicate]	characteristics[medium]	assay name	technology type	comment[proteomics data acquisition method]	comment[technical replicate]	comment[data file]	comment[fraction identifier]	comment[fractionation method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[file uri]
synthetic_peptide_pool14	Escherichia coli	Cell lysate	Not applicable	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	peptides_14	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20150706_Ecoli_syntheticPeptides_10.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20150706_Ecoli_syntheticPeptides_10.wiff.scan
synthetic_peptide_pool15	Escherichia coli	Cell lysate	Not applicable	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	peptides_15	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20150706_Ecoli_syntheticPeptides_11.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20150706_Ecoli_syntheticPeptides_11.wiff.scan
synthetic_peptide_pool16	Escherichia coli	Cell lysate	Not applicable	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	peptides_16	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20150706_Ecoli_syntheticPeptides_2.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20150706_Ecoli_syntheticPeptides_2.wiff.scan
synthetic_peptide_pool17	Escherichia coli	Cell lysate	Not applicable	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	peptides_17	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20150706_Ecoli_syntheticPeptides_3.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20150706_Ecoli_syntheticPeptides_3.wiff.scan
synthetic_peptide_pool18	Escherichia coli	Cell lysate	Not applicable	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	peptides_18	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20150706_Ecoli_syntheticPeptides_4.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20150706_Ecoli_syntheticPeptides_4.wiff.scan
synthetic_peptide_pool19	Escherichia coli	Cell lysate	Not applicable	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	peptides_19	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20150706_Ecoli_syntheticPeptides_5.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20150706_Ecoli_syntheticPeptides_5.wiff.scan
synthetic_peptide_pool20	Escherichia coli	Cell lysate	Not applicable	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	peptides_20	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20150706_Ecoli_syntheticPeptides_6.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20150706_Ecoli_syntheticPeptides_6.wiff.scan
synthetic_peptide_pool21	Escherichia coli	Cell lysate	Not applicable	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	peptides_21	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20150706_Ecoli_syntheticPeptides_7.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20150706_Ecoli_syntheticPeptides_7.wiff.scan
synthetic_peptide_pool22	Escherichia coli	Cell lysate	Not applicable	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	peptides_22	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20150706_Ecoli_syntheticPeptides_8.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20150706_Ecoli_syntheticPeptides_8.wiff.scan
synthetic_peptide_pool23	Escherichia coli	Cell lysate	Not applicable	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	peptides_23	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20150706_Ecoli_syntheticPeptides_9.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20150706_Ecoli_syntheticPeptides_9.wiff.scan
ASKA_pool58	Escherichia coli	Cell lysate	ASKA(-) library Host Cell K-12 AG1(ME5305)	LB medium	Not applicable	Prokaryotic cell	Not applicable	1	LB medium	ASKA_58	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	2015408_Ecoli_NiNTA_C1_1.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/2015408_Ecoli_NiNTA_C1_1.wiff.scan
WCL_sample_1	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_no_frac_instrument_unclear_10	Proteomic profiling by mass spectrometry	data-dependent acquisition	16	20200122_Ecoli_WCL_r1.wiff.scan	1	Not applicable	Label free sample	SCIEX instrument model	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20200122_Ecoli_WCL_r1.wiff.scan
WCL_sample_2	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_no_frac_instrument_unclear_11	Proteomic profiling by mass spectrometry	data-dependent acquisition	17	20200122_Ecoli_WCL_r2.wiff.scan	1	Not applicable	Label free sample	SCIEX instrument model	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20200122_Ecoli_WCL_r2.wiff.scan
WCL_sample_3	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_no_frac_instrument_unclear_12	Proteomic profiling by mass spectrometry	data-dependent acquisition	18	20200122_Ecoli_WCL_r3.wiff.scan	1	Not applicable	Label free sample	SCIEX instrument model	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20200122_Ecoli_WCL_r3.wiff.scan
WCL_sample_4	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_no_frac_instrument_unclear_13	Proteomic profiling by mass spectrometry	data-dependent acquisition	19	20200122_Ecoli_WCL_r4.wiff.scan	1	Not applicable	Label free sample	SCIEX instrument model	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20200122_Ecoli_WCL_r4.wiff.scan
WCL_sample_5	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_no_frac_instrument_unclear_14	Proteomic profiling by mass spectrometry	data-dependent acquisition	20	20200122_Ecoli_WCL_r5.wiff.scan	1	Not applicable	Label free sample	SCIEX instrument model	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20200122_Ecoli_WCL_r5.wiff.scan
WCL_sample_6	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_no_frac_instrument_unclear_15	Proteomic profiling by mass spectrometry	data-dependent acquisition	21	20200122_Ecoli_WCL_r6.wiff.scan	1	Not applicable	Label free sample	SCIEX instrument model	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20200122_Ecoli_WCL_r6.wiff.scan
WCL_sample_7	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_no_frac_instrument_unclear_16	Proteomic profiling by mass spectrometry	data-dependent acquisition	22	20200122_Ecoli_WCL_r7.wiff.scan	1	Not applicable	Label free sample	SCIEX instrument model	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20200122_Ecoli_WCL_r7.wiff.scan
WCL_sample_8	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_no_frac_instrument_unclear_17	Proteomic profiling by mass spectrometry	data-dependent acquisition	23	20200122_Ecoli_WCL_r8.wiff.scan	1	Not applicable	Label free sample	SCIEX instrument model	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20200122_Ecoli_WCL_r8.wiff.scan
WCL_sample_9	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_no_frac_instrument_unclear_18	Proteomic profiling by mass spectrometry	data-dependent acquisition	24	20200124_Ecoli_WCL_r1.wiff.scan	1	Not applicable	Label free sample	SCIEX instrument model	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20200124_Ecoli_WCL_r1.wiff.scan
WCL_sample_10	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_no_frac_instrument_unclear_19	Proteomic profiling by mass spectrometry	data-dependent acquisition	25	20200124_Ecoli_WCL_r10.wiff.scan	1	Not applicable	Label free sample	SCIEX instrument model	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20200124_Ecoli_WCL_r10.wiff.scan
WCL_sample_11	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_no_frac_instrument_unclear_20	Proteomic profiling by mass spectrometry	data-dependent acquisition	26	20200124_Ecoli_WCL_r2.wiff.scan	1	Not applicable	Label free sample	SCIEX instrument model	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20200124_Ecoli_WCL_r2.wiff.scan
WCL_sample_12	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_no_frac_instrument_unclear_21	Proteomic profiling by mass spectrometry	data-dependent acquisition	27	20200124_Ecoli_WCL_r3.wiff.scan	1	Not applicable	Label free sample	SCIEX instrument model	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20200124_Ecoli_WCL_r3.wiff.scan
WCL_sample_13	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_no_frac_instrument_unclear_22	Proteomic profiling by mass spectrometry	data-dependent acquisition	28	20200124_Ecoli_WCL_r4.wiff.scan	1	Not applicable	Label free sample	SCIEX instrument model	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20200124_Ecoli_WCL_r4.wiff.scan
WCL_sample_14	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_no_frac_instrument_unclear_23	Proteomic profiling by mass spectrometry	data-dependent acquisition	29	20200124_Ecoli_WCL_r5.wiff.scan	1	Not applicable	Label free sample	SCIEX instrument model	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20200124_Ecoli_WCL_r5.wiff.scan
WCL_sample_15	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_no_frac_instrument_unclear_24	Proteomic profiling by mass spectrometry	data-dependent acquisition	30	20200124_Ecoli_WCL_r6.wiff.scan	1	Not applicable	Label free sample	SCIEX instrument model	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20200124_Ecoli_WCL_r6.wiff.scan
WCL_sample_16	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_no_frac_instrument_unclear_25	Proteomic profiling by mass spectrometry	data-dependent acquisition	31	20200124_Ecoli_WCL_r7.wiff.scan	1	Not applicable	Label free sample	SCIEX instrument model	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20200124_Ecoli_WCL_r7.wiff.scan
WCL_sample_17	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_no_frac_instrument_unclear_26	Proteomic profiling by mass spectrometry	data-dependent acquisition	32	20200124_Ecoli_WCL_r8.wiff.scan	1	Not applicable	Label free sample	SCIEX instrument model	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20200124_Ecoli_WCL_r8.wiff.scan
WCL_sample_18	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_no_frac_instrument_unclear_27	Proteomic profiling by mass spectrometry	data-dependent acquisition	33	20200124_Ecoli_WCL_r9.wiff.scan	1	Not applicable	Label free sample	SCIEX instrument model	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20200124_Ecoli_WCL_r9.wiff.scan
