source name	characteristics[organism]	characteristics[organism part]	characteristics[cell line]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[cell type]	characteristics[developmental stage]	characteristics[enrichment process]	characteristics[biological replicate]	characteristics[synthetic peptide]	assay name	technology type	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[label]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[enrichment method]	comment[data file]	factor value[enrichment method]	factor value[synthetic peptide]
Sample 300	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	enrichment of phosphorylated Protein	1	synthetic	run 300	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib29_IMAC.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	IMAC	lib29_IMAC.raw	IMAC	synthetic
Sample 328	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	enrichment of phosphorylated Protein	1	synthetic	run 328	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib29_TiO2.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	TiO2	lib29_TiO2.raw	TiO2	synthetic
Sample 239	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	enrichment of phosphorylated Protein	1	synthetic	run 239	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib30_direct.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	not applicable	lib30_direct.raw	not applicable	synthetic
Sample 329	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	enrichment of phosphorylated Protein	1	synthetic	run 329	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib30_IMAC.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	IMAC	lib30_IMAC.raw	IMAC	synthetic
Sample 46	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	enrichment of phosphorylated Protein	1	synthetic	run 46	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib30_TiO2.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	TiO2	lib30_TiO2.raw	TiO2	synthetic
Sample 284	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	enrichment of phosphorylated Protein	1	synthetic	run 284	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib31_direct.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	not applicable	lib31_direct.raw	not applicable	synthetic
Sample 75	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	enrichment of phosphorylated Protein	1	synthetic	run 75	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib31_IMAC.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	IMAC	lib31_IMAC.raw	IMAC	synthetic
Sample 29	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	enrichment of phosphorylated Protein	1	synthetic	run 29	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib32_direct.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	not applicable	lib32_direct.raw	not applicable	synthetic
Sample 158	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	enrichment of phosphorylated Protein	1	synthetic	run 158	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib32_IMAC.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	IMAC	lib32_IMAC.raw	IMAC	synthetic
Sample 199	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	enrichment of phosphorylated Protein	1	synthetic	run 199	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib32_TiO2.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	TiO2	lib32_TiO2.raw	TiO2	synthetic
Sample 20	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	enrichment of phosphorylated Protein	1	synthetic	run 20	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib33_direct.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	not applicable	lib33_direct.raw	not applicable	synthetic
Sample 137	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	enrichment of phosphorylated Protein	1	synthetic	run 137	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib33_IMAC.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	IMAC	lib33_IMAC.raw	IMAC	synthetic
Sample 303	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	enrichment of phosphorylated Protein	1	synthetic	run 303	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib33_TiO2.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	TiO2	lib33_TiO2.raw	TiO2	synthetic
Sample 152	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	enrichment of phosphorylated Protein	1	synthetic	run 152	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib34_direct.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	not applicable	lib34_direct.raw	not applicable	synthetic
Sample 80	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	enrichment of phosphorylated Protein	1	synthetic	run 80	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib34_IMAC.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	IMAC	lib34_IMAC.raw	IMAC	synthetic
Sample 192	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	enrichment of phosphorylated Protein	1	synthetic	run 192	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib34_TiO2.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	TiO2	lib34_TiO2.raw	TiO2	synthetic
Sample 190	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	enrichment of phosphorylated Protein	1	synthetic	run 190	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib35_direct.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	not applicable	lib35_direct.raw	not applicable	synthetic
Sample 332	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	enrichment of phosphorylated Protein	1	synthetic	run 332	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib35_TiO2.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	TiO2	lib35_TiO2.raw	TiO2	synthetic
Sample 212	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	enrichment of phosphorylated Protein	1	synthetic	run 212	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib36_direct.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	not applicable	lib36_direct.raw	not applicable	synthetic
Sample 83	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	enrichment of phosphorylated Protein	1	synthetic	run 83	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib36_IMAC.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	IMAC	lib36_IMAC.raw	IMAC	synthetic
Sample 298	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	enrichment of phosphorylated Protein	1	synthetic	run 298	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib36_TiO2.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	TiO2	lib36_TiO2.raw	TiO2	synthetic
Sample 188	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	enrichment of phosphorylated Protein	1	synthetic	run 188	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib37_direct.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	not applicable	lib37_direct.raw	not applicable	synthetic
Sample 156	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	enrichment of phosphorylated Protein	1	synthetic	run 156	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib37_IMAC.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	IMAC	lib37_IMAC.raw	IMAC	synthetic
Sample 178	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	enrichment of phosphorylated Protein	1	synthetic	run 178	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib37_TiO2.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	TiO2	lib37_TiO2.raw	TiO2	synthetic
Sample 4	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	enrichment of phosphorylated Protein	1	synthetic	run 4	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib38_direct.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	not applicable	lib38_direct.raw	not applicable	synthetic
Sample 292	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	enrichment of phosphorylated Protein	1	synthetic	run 292	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib38_IMAC.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	IMAC	lib38_IMAC.raw	IMAC	synthetic
Sample 115	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	enrichment of phosphorylated Protein	1	synthetic	run 115	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib38_TiO2.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	TiO2	lib38_TiO2.raw	TiO2	synthetic
Sample 180	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	enrichment of phosphorylated Protein	1	synthetic	run 180	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib39_direct.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	not applicable	lib39_direct.raw	not applicable	synthetic
Sample 22	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	enrichment of phosphorylated Protein	1	synthetic	run 22	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib39_IMAC.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	IMAC	lib39_IMAC.raw	IMAC	synthetic
Sample 117	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	enrichment of phosphorylated Protein	1	synthetic	run 117	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib39_TiO2.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	TiO2	lib39_TiO2.raw	TiO2	synthetic
Sample 183	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	enrichment of phosphorylated Protein	1	synthetic	run 183	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib40_direct.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	not applicable	lib40_direct.raw	not applicable	synthetic
Sample 242	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	enrichment of phosphorylated Protein	1	synthetic	run 242	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib40_IMAC.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	IMAC	lib40_IMAC.raw	IMAC	synthetic
Sample 114	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	enrichment of phosphorylated Protein	1	synthetic	run 114	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib40_TiO2.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	TiO2	lib40_TiO2.raw	TiO2	synthetic
Sample 92	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	enrichment of phosphorylated Protein	1	synthetic	run 92	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib41_direct.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	not applicable	lib41_direct.raw	not applicable	synthetic
Sample 150	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	enrichment of phosphorylated Protein	1	synthetic	run 150	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib41_IMAC.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	IMAC	lib41_IMAC.raw	IMAC	synthetic
