source name	characteristics[organism]	characteristics[organism part]	characteristics[cell line]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[cell type]	characteristics[developmental stage]	characteristics[enrichment process]	assay name	comment[file uri]	comment[fraction identifier]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[label]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[Enrichment method]	comment[synthetic peptide]	comment[data file]	factor value[Enrichment method]	factor value[synthetic peptide]
Sample 192	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 192	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib34_TiO2.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	TiO2	synthetic	lib34_TiO2.raw	TiO2	synthetic
Sample 190	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 190	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib35_direct.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	not applicable	synthetic	lib35_direct.raw	not applicable	synthetic
Sample 332	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 332	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib35_TiO2.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	TiO2	synthetic	lib35_TiO2.raw	TiO2	synthetic
Sample 212	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 212	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib36_direct.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	not applicable	synthetic	lib36_direct.raw	not applicable	synthetic
Sample 83	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 83	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib36_IMAC.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	IMAC	synthetic	lib36_IMAC.raw	IMAC	synthetic
Sample 298	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 298	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib36_TiO2.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	TiO2	synthetic	lib36_TiO2.raw	TiO2	synthetic
Sample 188	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 188	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib37_direct.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	not applicable	synthetic	lib37_direct.raw	not applicable	synthetic
Sample 156	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 156	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib37_IMAC.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	IMAC	synthetic	lib37_IMAC.raw	IMAC	synthetic
Sample 178	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 178	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib37_TiO2.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	TiO2	synthetic	lib37_TiO2.raw	TiO2	synthetic
Sample 4	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib38_direct.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	not applicable	synthetic	lib38_direct.raw	not applicable	synthetic
Sample 292	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 292	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib38_IMAC.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	IMAC	synthetic	lib38_IMAC.raw	IMAC	synthetic
Sample 115	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 115	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib38_TiO2.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	TiO2	synthetic	lib38_TiO2.raw	TiO2	synthetic
Sample 180	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 180	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib39_direct.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	not applicable	synthetic	lib39_direct.raw	not applicable	synthetic
Sample 22	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 22	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib39_IMAC.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	IMAC	synthetic	lib39_IMAC.raw	IMAC	synthetic
Sample 117	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 117	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib39_TiO2.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	TiO2	synthetic	lib39_TiO2.raw	TiO2	synthetic
Sample 183	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 183	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib40_direct.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	not applicable	synthetic	lib40_direct.raw	not applicable	synthetic
Sample 242	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 242	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib40_IMAC.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	IMAC	synthetic	lib40_IMAC.raw	IMAC	synthetic
Sample 114	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 114	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib40_TiO2.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	TiO2	synthetic	lib40_TiO2.raw	TiO2	synthetic
Sample 92	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 92	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib41_direct.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	not applicable	synthetic	lib41_direct.raw	not applicable	synthetic
Sample 150	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 150	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib41_IMAC.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	IMAC	synthetic	lib41_IMAC.raw	IMAC	synthetic
Sample 237	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 237	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib41_TiO2.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	TiO2	synthetic	lib41_TiO2.raw	TiO2	synthetic
Sample 95	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 95	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib42_direct.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	not applicable	synthetic	lib42_direct.raw	not applicable	synthetic
Sample 55	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 55	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib42_IMAC.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	IMAC	synthetic	lib42_IMAC.raw	IMAC	synthetic
Sample 210	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 210	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib42_TiO2.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	TiO2	synthetic	lib42_TiO2.raw	TiO2	synthetic
Sample 51	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 51	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib43_direct_2.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	not applicable	synthetic	lib43_direct_2.raw	not applicable	synthetic
Sample 169	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 169	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib43_direct.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	not applicable	synthetic	lib43_direct.raw	not applicable	synthetic
Sample 33	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 33	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib43_IMAC_2.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	IMAC	synthetic	lib43_IMAC_2.raw	IMAC	synthetic
Sample 276	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 276	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib43_IMAC.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	IMAC	synthetic	lib43_IMAC.raw	IMAC	synthetic
Sample 287	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 287	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib43_TiO2_2.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	TiO2	synthetic	lib43_TiO2_2.raw	TiO2	synthetic
Sample 222	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 222	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib43_TiO2.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	TiO2	synthetic	lib43_TiO2.raw	TiO2	synthetic
Sample 217	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 217	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib44_direct.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	not applicable	synthetic	lib44_direct.raw	not applicable	synthetic
Sample 99	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 99	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib44_IMAC.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	IMAC	synthetic	lib44_IMAC.raw	IMAC	synthetic
Sample 139	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 139	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib44_TiO2.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	TiO2	synthetic	lib44_TiO2.raw	TiO2	synthetic
Sample 40	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 40	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib45_direct.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	not applicable	synthetic	lib45_direct.raw	not applicable	synthetic
Sample 130	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 130	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib45_IMAC.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	IMAC	synthetic	lib45_IMAC.raw	IMAC	synthetic
Sample 148	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 148	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib45_TiO2.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	TiO2	synthetic	lib45_TiO2.raw	TiO2	synthetic
Sample 244	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 244	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib46_direct.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	not applicable	synthetic	lib46_direct.raw	not applicable	synthetic
Sample 275	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 275	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib46_IMAC.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	IMAC	synthetic	lib46_IMAC.raw	IMAC	synthetic
Sample 54	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 54	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib46_TiO2.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	TiO2	synthetic	lib46_TiO2.raw	TiO2	synthetic
