source name	characteristics[organism]	characteristics[disease]	characteristics[organism part]	characteristics[organism part]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[cell line]	characteristics[cell type]	characteristics[depletion]	assay name	comment[technical replicate]	comment[fraction identifier]	comment[proteomexchange accession number]	comment[file URI]	comment[MS2 mass analyzer]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	Material Type	description	comment[Label]	comment[dissociation method]	comment[collision energy]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[data file]	factor value[cell line]
Sample 16	homo sapiens	amelanotic melanoma	skin	melanocytes	not available	not available	not available	M14	non epithelial	no depletion	run 183	2	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_H02_P001562_B00D_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_H02_P001562_B00D_A00_R1.RAW	M14
Sample 16	homo sapiens	amelanotic melanoma	skin	melanocytes	not available	not available	not available	M14	non epithelial	no depletion	run 184	3	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_E02_P001562_B00A_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_E02_P001562_B00A_A00_R1.RAW	M14
Sample 16	homo sapiens	amelanotic melanoma	skin	melanocytes	not available	not available	not available	M14	non epithelial	no depletion	run 185	4	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_G02_P001562_B00C_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_G02_P001562_B00C_A00_R1.RAW	M14
Sample 16	homo sapiens	amelanotic melanoma	skin	melanocytes	not available	not available	not available	M14	non epithelial	no depletion	run 186	5	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_F03_P001562_B00J_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_F03_P001562_B00J_A00_R1.RAW	M14
Sample 16	homo sapiens	amelanotic melanoma	skin	melanocytes	not available	not available	not available	M14	non epithelial	no depletion	run 187	6	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_B03_P001562_B00F_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_B03_P001562_B00F_A00_R1.RAW	M14
Sample 16	homo sapiens	amelanotic melanoma	skin	melanocytes	not available	not available	not available	M14	non epithelial	no depletion	run 188	7	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_E03_P001562_B00I_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_E03_P001562_B00I_A00_R1.RAW	M14
Sample 16	homo sapiens	amelanotic melanoma	skin	melanocytes	not available	not available	not available	M14	non epithelial	no depletion	run 189	8	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_D03_P001562_B00H_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_D03_P001562_B00H_A00_R1.RAW	M14
Sample 16	homo sapiens	amelanotic melanoma	skin	melanocytes	not available	not available	not available	M14	non epithelial	no depletion	run 190	9	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_F02_P001562_B00B_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_F02_P001562_B00B_A00_R1.RAW	M14
Sample 16	homo sapiens	amelanotic melanoma	skin	melanocytes	not available	not available	not available	M14	non epithelial	no depletion	run 191	10	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_G03_P001562_B00K_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_G03_P001562_B00K_A00_R1.RAW	M14
Sample 16	homo sapiens	amelanotic melanoma	skin	melanocytes	not available	not available	not available	M14	non epithelial	no depletion	run 192	11	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_A03_P001562_B00E_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_A03_P001562_B00E_A00_R1.RAW	M14
Sample 16	homo sapiens	amelanotic melanoma	skin	melanocytes	not available	not available	not available	M14	non epithelial	no depletion	run 193	12	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_H03_P001562_B00L_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_H03_P001562_B00L_A00_R1.RAW	M14
Sample 17	homo sapiens	high grade ovarian serous adenocarcinoma	ovary	fallopian tube	not available	not available	not available	MCF7/AdrR	Epithelial	no depletion	run 194	1	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_E06_P001564_B00I_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_E06_P001564_B00I_A00_R1.RAW	MCF7/AdrR
Sample 17	homo sapiens	high grade ovarian serous adenocarcinoma	ovary	fallopian tube	not available	not available	not available	MCF7/AdrR	Epithelial	no depletion	run 195	2	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_C06_P001564_B00G_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_C06_P001564_B00G_A00_R1.RAW	MCF7/AdrR
Sample 17	homo sapiens	high grade ovarian serous adenocarcinoma	ovary	fallopian tube	not available	not available	not available	MCF7/AdrR	Epithelial	no depletion	run 196	3	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_G06_P001564_B00K_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_G06_P001564_B00K_A00_R1.RAW	MCF7/AdrR
Sample 17	homo sapiens	high grade ovarian serous adenocarcinoma	ovary	fallopian tube	not available	not available	not available	MCF7/AdrR	Epithelial	no depletion	run 197	4	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_H05_P001564_B00D_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_H05_P001564_B00D_A00_R1.RAW	MCF7/AdrR
Sample 17	homo sapiens	high grade ovarian serous adenocarcinoma	ovary	fallopian tube	not available	not available	not available	MCF7/AdrR	Epithelial	no depletion	run 198	5	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_H06_P001564_B00L_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_H06_P001564_B00L_A00_R1.RAW	MCF7/AdrR
Sample 17	homo sapiens	high grade ovarian serous adenocarcinoma	ovary	fallopian tube	not available	not available	not available	MCF7/AdrR	Epithelial	no depletion	run 199	6	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_G05_P001564_B00C_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_G05_P001564_B00C_A00_R1.RAW	MCF7/AdrR
Sample 17	homo sapiens	high grade ovarian serous adenocarcinoma	ovary	fallopian tube	not available	not available	not available	MCF7/AdrR	Epithelial	no depletion	run 200	7	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_F06_P001564_B00J_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_F06_P001564_B00J_A00_R1.RAW	MCF7/AdrR
Sample 17	homo sapiens	high grade ovarian serous adenocarcinoma	ovary	fallopian tube	not available	not available	not available	MCF7AdrR	Epithelial	no depletion	run 201	8	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_D06_P001564_B00H_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_D06_P001564_B00H_A00_R1.RAW	MCF7AdrR
Sample 17	homo sapiens	high grade ovarian serous adenocarcinoma	ovary	fallopian tube	not available	not available	not available	MCF7AdrR	Epithelial	no depletion	run 202	9	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_E05_P001564_B00A_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_E05_P001564_B00A_A00_R1.RAW	MCF7AdrR
Sample 17	homo sapiens	high grade ovarian serous adenocarcinoma	ovary	fallopian tube	not available	not available	not available	MCF7AdrR	Epithelial	no depletion	run 203	10	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_F05_P001564_B00B_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_F05_P001564_B00B_A00_R1.RAW	MCF7AdrR
Sample 17	homo sapiens	high grade ovarian serous adenocarcinoma	ovary	fallopian tube	not available	not available	not available	MCF7AdrR	Epithelial	no depletion	run 204	11	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_B06_P001564_B00F_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_B06_P001564_B00F_A00_R1.RAW	MCF7AdrR
Sample 17	homo sapiens	high grade ovarian serous adenocarcinoma	ovary	fallopian tube	not available	not available	not available	MCF7AdrR	Epithelial	no depletion	run 205	12	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_A06_P001564_B00E_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_A06_P001564_B00E_A00_R1.RAW	MCF7AdrR
Sample 18	homo sapiens	rectosigmoid adenocarcinoma	rectum	not available	44Y	female	Caucasian	HT-29	not available	no depletion	run 206	1	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_B08_P001565_B00J_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_B08_P001565_B00J_A00_R1.RAW	HT-29
Sample 18	homo sapiens	rectosigmoid adenocarcinoma	rectum	not available	44Y	female	Caucasian	HT-29	not available	no depletion	run 207	2	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_C08_P001565_B00K_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_C08_P001565_B00K_A00_R1.RAW	HT-29
Sample 18	homo sapiens	rectosigmoid adenocarcinoma	rectum	not available	44Y	female	Caucasian	HT-29	not available	no depletion	run 208	3	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_A07_P001565_B00A_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_A07_P001565_B00A_A00_R1.RAW	HT-29
Sample 18	homo sapiens	rectosigmoid adenocarcinoma	rectum	not available	44Y	female	Caucasian	HT-29	not available	no depletion	run 209	4	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_D07_P001565_B00D_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_D07_P001565_B00D_A00_R1.RAW	HT-29
Sample 18	homo sapiens	rectosigmoid adenocarcinoma	rectum	not available	44Y	female	Caucasian	HT-29	not available	no depletion	run 210	5	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_E07_P001565_B00E_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_E07_P001565_B00E_A00_R1.RAW	HT-29
Sample 18	homo sapiens	rectosigmoid adenocarcinoma	rectum	not available	44Y	female	Caucasian	HT-29	not available	no depletion	run 211	6	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_G07_P001565_B00G_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_G07_P001565_B00G_A00_R1.RAW	HT-29
Sample 18	homo sapiens	rectosigmoid adenocarcinoma	rectum	not available	44Y	female	Caucasian	HT-29	not available	no depletion	run 212	7	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_B07_P001565_B00B_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_B07_P001565_B00B_A00_R1.RAW	HT-29
Sample 18	homo sapiens	rectosigmoid adenocarcinoma	rectum	not available	44Y	female	Caucasian	HT-29	not available	no depletion	run 213	8	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_H07_P001565_B00H_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_H07_P001565_B00H_A00_R1.RAW	HT-29
Sample 18	homo sapiens	rectosigmoid adenocarcinoma	rectum	not available	44Y	female	Caucasian	HT-29	not available	no depletion	run 214	9	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_A08_P001565_B00I_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_A08_P001565_B00I_A00_R1.RAW	HT-29
Sample 18	homo sapiens	rectosigmoid adenocarcinoma	rectum	not available	44Y	female	Caucasian	HT-29	not available	no depletion	run 215	10	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_F07_P001565_B00F_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_F07_P001565_B00F_A00_R1.RAW	HT-29
