source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[sex]	characteristics[cell type]	characteristics[disease]	characteristics[individual]	characteristics[developmental stage]	characteristics[ancestry category]	characteristics[biological replicate]	material type	assay name	technology type	comment[label]	comment[instrument]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[file uri]	comment[data file]
Sample 28	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 168	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	6	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20141209_liver_12233_B_06.raw	20141209_liver_12233_B_06.raw
Sample 29	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 169	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	1	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20141210_liver_12236_A_01.raw	20141210_liver_12236_A_01.raw
Sample 29	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 170	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	2	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20141210_liver_12236_A_02.raw	20141210_liver_12236_A_02.raw
Sample 29	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 171	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	3	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20141210_liver_12236_A_03.raw	20141210_liver_12236_A_03.raw
Sample 29	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 172	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	4	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20141210_liver_12236_B_01.raw	20141210_liver_12236_B_01.raw
Sample 29	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 173	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	5	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20141210_liver_12236_B_02.raw	20141210_liver_12236_B_02.raw
Sample 29	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 174	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	6	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20141210_liver_12236_B_03.raw	20141210_liver_12236_B_03.raw
Sample 30	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 175	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	1	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20141211_liver_12236_A_04.raw	20141211_liver_12236_A_04.raw
Sample 30	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 176	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	2	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20141211_liver_12236_A_05.raw	20141211_liver_12236_A_05.raw
Sample 30	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 177	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	3	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20141211_liver_12236_A_06.raw	20141211_liver_12236_A_06.raw
Sample 30	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 178	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	4	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20141211_liver_12236_B_04.raw	20141211_liver_12236_B_04.raw
Sample 30	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 179	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	5	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20141211_liver_12236_B_05.raw	20141211_liver_12236_B_05.raw
Sample 30	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 180	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	6	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20141211_liver_12236_B_06.raw	20141211_liver_12236_B_06.raw
Sample 31	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 181	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	1	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20141211_liver_12238_A_01.raw	20141211_liver_12238_A_01.raw
Sample 31	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 182	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	2	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20141211_liver_12238_A_02.raw	20141211_liver_12238_A_02.raw
Sample 31	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 183	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	3	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20141211_liver_12238_B_01.raw	20141211_liver_12238_B_01.raw
Sample 31	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 184	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	4	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20141211_liver_12238_B_02.raw	20141211_liver_12238_B_02.raw
Sample 31	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 185	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	5	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20141212_liver_12238_A_03.raw	20141212_liver_12238_A_03.raw
Sample 31	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 186	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	6	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20141212_liver_12238_A_04.raw	20141212_liver_12238_A_04.raw
Sample 32	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 187	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	1	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20141212_liver_12238_A_05.raw	20141212_liver_12238_A_05.raw
Sample 32	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 188	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	2	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20141212_liver_12238_A_06.raw	20141212_liver_12238_A_06.raw
Sample 32	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 189	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	3	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20141212_liver_12238_B_03.raw	20141212_liver_12238_B_03.raw
Sample 32	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 190	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	4	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20141212_liver_12238_B_04.raw	20141212_liver_12238_B_04.raw
Sample 32	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 191	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	5	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20141212_liver_12238_B_05.raw	20141212_liver_12238_B_05.raw
Sample 32	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 192	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	6	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20141212_liver_12238_B_06.raw	20141212_liver_12238_B_06.raw
Sample 33	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 193	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	1	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20141213_liver_12248_A_01.raw	20141213_liver_12248_A_01.raw
Sample 33	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 194	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	2	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20141213_liver_12248_A_02.raw	20141213_liver_12248_A_02.raw
Sample 33	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 195	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	3	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20141213_liver_12248_A_03.raw	20141213_liver_12248_A_03.raw
Sample 33	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 196	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	4	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20141213_liver_12248_A_04.raw	20141213_liver_12248_A_04.raw
Sample 33	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 197	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	5	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20141213_liver_12248_A_05.raw	20141213_liver_12248_A_05.raw
Sample 33	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 198	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	6	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20141213_liver_12248_A_06.raw	20141213_liver_12248_A_06.raw
Sample 34	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 199	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	1	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20141213_liver_12248_B_01.raw	20141213_liver_12248_B_01.raw
Sample 34	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 200	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	2	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20141213_liver_12248_B_02.raw	20141213_liver_12248_B_02.raw
Sample 34	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 201	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	3	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20141213_liver_12248_B_03.raw	20141213_liver_12248_B_03.raw
Sample 34	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 202	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	4	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20141213_liver_12248_B_04.raw	20141213_liver_12248_B_04.raw
Sample 34	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 203	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	5	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20141213_liver_12248_B_05.raw	20141213_liver_12248_B_05.raw
Sample 34	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 204	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	6	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20141213_liver_12248_B_06.raw	20141213_liver_12248_B_06.raw
