Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[developmental stage]	Characteristics[disease]	Characteristics[age]	Characteristics[sex]	Characteristics[ancestry category]	Characteristics[cell type]	Characteristics[cell line]	assay name	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[fractionation method]	comment[label]	comment[cleavage agent details]	comment[ms2 mass analyzer]	comment[instrument]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	Material Type	factor value[cell line]
Sample 15	Homo sapiens	not applicable	adult	Colorectal adenocarcinoma	not available	male	not available	epithelial	DLD1	run 217	A0253_klc_20130826r_DLD1_fr07.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_DLD1_fr07.raw	7	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	DLD1
Sample 15	Homo sapiens	not applicable	adult	Colorectal adenocarcinoma	not available	male	not available	epithelial	DLD1	run 218	A0253_klc_20130826r_DLD1_fr08.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_DLD1_fr08.raw	8	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	DLD1
Sample 15	Homo sapiens	not applicable	adult	Colorectal adenocarcinoma	not available	male	not available	epithelial	DLD1	run 219	A0253_klc_20130826r_DLD1_fr09.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_DLD1_fr09.raw	9	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	DLD1
Sample 15	Homo sapiens	not applicable	adult	Colorectal adenocarcinoma	not available	male	not available	epithelial	DLD1	run 220	A0253_klc_20130826r_DLD1_fr10.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_DLD1_fr10.raw	10	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	DLD1
Sample 15	Homo sapiens	not applicable	adult	Colorectal adenocarcinoma	not available	male	not available	epithelial	DLD1	run 221	A0253_klc_20130826r_DLD1_fr11.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_DLD1_fr11.raw	11	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	DLD1
Sample 15	Homo sapiens	not applicable	adult	Colorectal adenocarcinoma	not available	male	not available	epithelial	DLD1	run 222	A0253_klc_20130826r_DLD1_fr12.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_DLD1_fr12.raw	12	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	DLD1
Sample 15	Homo sapiens	not applicable	adult	Colorectal adenocarcinoma	not available	male	not available	epithelial	DLD1	run 223	A0253_klc_20130826r_DLD1_fr13.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_DLD1_fr13.raw	13	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	DLD1
Sample 15	Homo sapiens	not applicable	adult	Colorectal adenocarcinoma	not available	male	not available	epithelial	DLD1	run 224	A0253_klc_20130826r_DLD1_fr14.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_DLD1_fr14.raw	14	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	DLD1
Sample 15	Homo sapiens	not applicable	adult	Colorectal adenocarcinoma	not available	male	not available	epithelial	DLD1	run 225	A0253_klc_20130826r_DLD1_fr15.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_DLD1_fr15.raw	15	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	DLD1
Sample 16	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	Difi	run 226	A0253_klc_20130826r_Difi_fr01.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_Difi_fr01.raw	1	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	Difi
Sample 16	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	Difi	run 227	A0253_klc_20130826r_Difi_fr02.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_Difi_fr02.raw	2	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	Difi
Sample 16	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	Difi	run 228	A0253_klc_20130826r_Difi_fr03.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_Difi_fr03.raw	3	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	Difi
Sample 16	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	Difi	run 229	A0253_klc_20130826r_Difi_fr04.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_Difi_fr04.raw	4	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	Difi
Sample 16	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	Difi	run 230	A0253_klc_20130826r_Difi_fr05.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_Difi_fr05.raw	5	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	Difi
Sample 16	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	Difi	run 231	A0253_klc_20130826r_Difi_fr06.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_Difi_fr06.raw	6	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	Difi
Sample 16	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	Difi	run 232	A0253_klc_20130826r_Difi_fr07.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_Difi_fr07.raw	7	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	Difi
Sample 16	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	Difi	run 233	A0253_klc_20130826r_Difi_fr08.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_Difi_fr08.raw	8	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	Difi
Sample 16	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	Difi	run 234	A0253_klc_20130826r_Difi_fr09.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_Difi_fr09.raw	9	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	Difi
Sample 16	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	Difi	run 235	A0253_klc_20130826r_Difi_fr10.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_Difi_fr10.raw	10	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	Difi
Sample 16	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	Difi	run 236	A0253_klc_20130826r_Difi_fr11.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_Difi_fr11.raw	11	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	Difi
Sample 16	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	Difi	run 237	A0253_klc_20130826r_Difi_fr12.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_Difi_fr12.raw	12	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	Difi
Sample 16	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	Difi	run 238	A0253_klc_20130826r_Difi_fr13.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_Difi_fr13.raw	13	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	Difi
Sample 16	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	Difi	run 239	A0253_klc_20130826r_Difi_fr14.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_Difi_fr14.raw	14	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	Difi
Sample 16	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	Difi	run 240	A0253_klc_20130826r_Difi_fr15.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_Difi_fr15.raw	15	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	Difi
Sample 17	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	GEO	run 241	A0253_klc_20130826r_GEO_fr01.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_GEO_fr01.raw	1	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	GEO
Sample 17	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	GEO	run 242	A0253_klc_20130826r_GEO_fr02.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_GEO_fr02.raw	2	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	GEO
Sample 17	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	GEO	run 243	A0253_klc_20130826r_GEO_fr03.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_GEO_fr03.raw	3	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	GEO
Sample 17	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	GEO	run 244	A0253_klc_20130826r_GEO_fr04.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_GEO_fr04.raw	4	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	GEO
Sample 17	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	GEO	run 245	A0253_klc_20130826r_GEO_fr05.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_GEO_fr05.raw	5	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	GEO
Sample 17	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	GEO	run 246	A0253_klc_20130826r_GEO_fr06.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_GEO_fr06.raw	6	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	GEO
Sample 17	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	GEO	run 247	A0253_klc_20130826r_GEO_fr07.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_GEO_fr07.raw	7	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	GEO
Sample 17	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	GEO	run 248	A0253_klc_20130826r_GEO_fr08.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_GEO_fr08.raw	8	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	GEO
Sample 17	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	GEO	run 249	A0253_klc_20130826r_GEO_fr09.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_GEO_fr09.raw	9	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	GEO
Sample 17	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	GEO	run 250	A0253_klc_20130826r_GEO_fr10.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_GEO_fr10.raw	10	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	GEO
Sample 17	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	GEO	run 251	A0253_klc_20130826r_GEO_fr11.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_GEO_fr11.raw	11	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	GEO
Sample 17	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	GEO	run 252	A0253_klc_20130826r_GEO_fr12.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_GEO_fr12.raw	12	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	GEO
Sample 17	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	GEO	run 253	A0253_klc_20130826r_GEO_fr13.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_GEO_fr13.raw	13	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	GEO
Sample 17	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	GEO	run 254	A0253_klc_20130826r_GEO_fr14.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_GEO_fr14.raw	14	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	GEO
